Origin,Qwen72B_High_Relevance,question_options,data_source_corr_x,Correct answer
ID1401,"1. A 25-year-old woman presented for evaluation of poor vision and photophobia present since childhood. 2. She had fair skin, platinum white hair (Figure 1, left panel), and blue eyes. 5. She had a history of congenital horizontal nystagmus, which was pendular, ie, occurring in 2 phases of equal speed (Video). 6. Best-corrected visual acuities were 20/60 bilaterally. 7. The irides were blue, although by retro-illumination with a light beam perpendicular to the iris plane, they appeared reddish-pink (Figure 1; eFigure in the Supplement). 8. Left, Hypopigmented platinum hair. 9. Right, Hypopigmented eyelashes, and iris lucency on retro-illumination. 11. Inquire about history of frequent infections and abnormal bleeding","What Would You Do Next?

A: Perform dilated ophthalmic examination  
B: Order molecular genetic testing  
C: Inquire about history of frequent infections and abnormal bleeding  
D: Counsel to avoid sun exposure",jama,C
ID1402,"1. A woman in her late teens with Marfan syndrome and a history of dislocated lenses presented with blurry vision, pain, and photophobia in her right eye. 4. Her ocular history was pertinent for high myopia and contact lens wear, a posteriorly dislocated crystalline lens suspended in the vitreous cavity in her right eye, and a superotemporally subluxated crystalline lens in her left eye. 8. Visual acuity was counting fingers OD (without correction) and 20/30 OS (with correction). 9. The right pupil was corectopic and fixed at 5 mm while the left pupil was round and reactive; no afferent pupillary defect was seen. 11. Intraocular pressures (IOPs) were 43 mm Hg OD and 14 mm Hg OS. 12. Examination of the right eye revealed conjunctival injection, corneal stromal edema with Descemet folds and lenticulocorneal touch, a shallowed anterior chamber, and a lens protruding through the pupil with the superior edge in the anterior chamber (Figure 1A). 16. A, Right eye demonstrates dislocation of the superior crystalline lens into the anterior chamber. 19. Instill atropine and IOP-lowering drops and place the patient in a supine position","What Would You Do Next?

A: Perform laser iridotomy  
B: Perform an emergent pars plana vitrectomy/lensectomy  
C: Instill atropine and IOP-lowering drops and place the patient in a supine position  
D: Instill pilocarpine and IOP-lowering drops",jama,C
ID1403,"4. One month prior to presentation, she had developed fevers, chills, and coughing.   5. After several days, she had developed redness, pain, photophobia, and blurry vision in her left eye, and she had subsequently developed similar symptoms in her right eye.   6. On presentation, her visual acuity was counting fingers OU.   8. A slitlamp examination revealed mild conjunctival redness, 2+ anterior chamber cell, and flare in both eyes, as well as mild posterior synechiae.   11. A fundus examination demonstrated a moderate amount of vitreous cell, hyperemia and edema of the optic disc, and retinal detachments in both eyes (Figure).   12. The detachments were inferior and shifted with the patient’s head position, suggesting serous detachments.   13. Findings were similar bilaterally.   14. A B-scan ultrasonographic test demonstrated bullous retinal detachments and diffusely thickened choroid.Fundus photograph of the left eye, demonstrating optic disc edema (arrowhead) and retinal detachment (asterisk).Quantiferon and rapid plasma reagin tests and chest radiographyA pars plana vitrectomy with a chorioretinal biopsy","What Would You Do Next?

A: Intravitreal triamcinolone  
B: Quantiferon and rapid plasma reagin tests and chest radiography  
C: Human leukocyte antigen genotyping  
D: A pars plana vitrectomy with a chorioretinal biopsy",jama,B
ID1405,"1. A 36-year-old man comes to the office because of headaches that began 2 weeks ago.   2. The headaches are moderately severe, are present when he awakens in the morning, and are relieved with over-the-counter analgesics.   5. Physical examination now discloses no abnormalities except for blurring of the optic disc margins bilaterally.","Which of the following is the most appropriate next step?

A. Begin a trial of a β-blocking medication

B. Order CT scan of the head

C. Order EEG

D. Refer him for consultation with a neurologist",mmlu,B
ID1409,"1. A 26-year-old man presents with sharp neck pain that began upon waking this morning.   2. He reports difficulty turning his head to the left but denies any injury, though he suspects he may have slept in an awkward position on the couch.   6. On structural examination, tenderness and hypertonicity are noted in the cervical paravertebral muscles and scalenes.   7. The vertebrae from C4 to C6 resist right translation, and during neck flexion from a neutral position, C5 rotates further to the right.","What is the most likely diagnosis?

A. C4–C5 ERLSR  
B. C4–C6 FRRSR  
C. C4–C6 NSRRR  
D. C5–C6 ERRSR  
E. C4–C6 NSRRL with somatic dysfunction  
F. C4–C6 ERRSR with compensatory rotation  
G. C4–C6 ERRSR  
H. C4–C6 FSRRR  
I. C5–C6 FSRRL  
J. C4–C6 NSRRL",medxpert,G
ID1413,"1. A 35-year-old man presents to his primary care physician with pain along the bottom of his foot. 3. When running and at rest he has a burning and aching pain along the bottom of his foot that sometimes turns to numbness. 9. On physical exam, the patient states that he is currently not experiencing any pain in his foot but rather is experiencing numbness/tingling along the plantar surface of his foot.","Which of the following is the most likely diagnosis?

A. Plantar fasciitis  
B. Vitamin B12 deficiency  
C. Tarsal tunnel syndrome  
D. Herniated disc",medbullets,C
ID1414,"1. An 85-year-old male presents one day after experiencing an episode of speech arrest, facial numbness and weakness, and left arm weakness. 2. The episode lasted about 60 minutes and resolved completely. 5. Pulses in the distal extremities are diminished.","What is the most appropriate next step in evaluating this patient?

A. 24-hour Holter monitoring  
B. MRI and MR angiography of the head and neck  
C. Transthoracic echocardiography  
D. Complete blood count and coagulation profile  
E. Transthoracic echocardiogram  
F. CT perfusion scan of the brain  
G. CT angiography of the head and neck  
I. Carotid Doppler ultrasonography  
J. Urgent neurology consultation",medxpert,B
ID1416,"1. A female patient in her early 50s presented with multiple (approximately 10) bluish, partially keratotic papules and nodules on the lower legs (Figure, A). 2. Since the age of 24 years, the lesions had been growing very slowly in number and size and had been bleeding occasionally after a trauma. 3. The patient used a wheelchair due to a right-sided hemiparesis and hemianopsia caused by an intracranial hemorrhage. 4. At the age of 4 years, recurrent seizures had led to the diagnosis of cerebral venous malformations. 7. The family history was positive for cerebral venous malformations involving the patient’s father and aunt, the father having died of an intracranial hemorrhage in his early 70s.A, Clinical picture. 8. B and C, Hematoxylin-eosin stain.Sonography of the skin lesions demonstrated intradermal slow-flow vascular malformations with a maximum diameter of 1.2 cm. 9. A biopsy of a lower-extremity papule was performed (Figure, B and C). 10. Mutational analysis resulted in the detection of a heterozygous pathogenic KRIT1 variant.","What Is Your Diagnosis?

A: Blue rubber bleb nevus syndrome  
B: Familial cerebral cavernous malformations  
C: Glomuvenous malformations  
D: Verrucous venous malformations",jama,B
ID1418,"1. A 52-year-old woman comes to the emergency department because of a 1-week history of low-grade fever and increasing abdominal cramps that are exacerbated by bowel movements. 2. She began a course of amoxicillin-clavulanate and metronidazole 2 days ago but has had no relief of her symptoms. 8. Her temperature is 38.1°C (100.6°F), pulse is 75/min, and blood pressure is 150/80 mm Hg. 11. The abdomen is soft, and there is tenderness to palpation of the left lower quadrant with guarding but no rebound. 14. Her hemoglobin concentration is 14.5 g/dL, leukocyte count is 15,000/mm3 , and platelet count is 280,000/mm3 ; serum studies and urinalysis show no abnormalities.","Which of the following is the most appropriate next step in diagnosis?

A. Test of the stool for Clostridium difficile toxin

B. Endoscopic retrograde cholangiopancreatography

C. Pelvic ultrasonography

D. CT scan of the abdomen with contrast",mmlu,D
ID1421,"1. A 2-year-old boy is brought to the office by his mother for follow-up of a chromosome analysis done 1 month ago.   2. The child has minor dysmorphic features, and growth and developmental delay.   3. Chromosome analysis showed a small unbalanced chromosome translocation, with extra chromosomal material at the tip of chromosome 3.   4. The cytogenetics laboratory requested blood samples from both parents for follow-up studies.   7. The mother has been tested and has normal chromosomes without evidence of translocation.   8. At today's visit, she reacts angrily when the issue of contacting the child's father for testing is raised.   10. She refuses to cooperate in contacting the father, who could be a translocation carrier.  ","Which of the following is the most appropriate next step?

A. Attempt to identify the father's physician and work with that physician to obtain chromosome studies on the father

B. Contact the father by telephone and arrange for him to give a blood sample at a local hospital

C. Document your attempts to work with the mother but proceed no further, since you have no physician-patient relationship with the father

D. Help the mother deal with her anger and educate her regarding the potential benefit to her son and others if the father's chromosome studies are done",mmlu,D
ID1422,"1. A 43-year-old man presents to the emergency department with bright red blood in his stool this morning. 2. He noticed this yesterday as well, but it was much scanter. 4. He was celebrating his birthday last night and admits having ""too much to drink"" and vomited profusely overnight. 9. Rectal exam reveals grossly bloody stool.","Which of the following is the most likely cause of this patient's symptoms?

A. Erosion into a gastric vessel  
B. Submucosal esophageal tear  
C. Vascular malformation  
D. Malignancy",medbullets,C
ID1423,"3. On examination in the prone position, there is a deep sacral sulcus on the right and a posterior inferior lateral angle (ILA) on the left. 4. During a seated forward bend test, the left posterior superior iliac spine (PSIS) moves superiorly. 5. L5 is noted to be flexed, rotated to the right, and sidebent to the right.","What is the most likely diagnosis?

A. left-on-left sacral torsion  
B. right-on-left sacral torsion  
C. bilateral sacral flexion  
D. unilateral sacral flexion on the right  
E. unilateral sacral extension on the left  
F. left-on-right sacral torsion  
G. bilateral sacral extension  
H. sacral shear dysfunction on the right  
I. anterior sacral base dysfunction  
J. right-on-right sacral torsion",medxpert,F
ID1425,"1. A 26-year-old woman with HIV infection comes to the office because of a 4-day history of pain and redness of her left lower leg.   2. She says the symptoms began after she tripped over a tree branch in her yard and scraped her left leg.   4. Vital signs are temperature 38.3°C (100.9°F), pulse 86/min, respirations 14/min, and blood pressure 138/70 mm Hg.   5. There is a 5×8-cm area on the anterior surface of her left lower extremity that is swollen, erythematous, and tender.   6. She previously has developed a rash after taking erythromycin, and she has had an anaphylactic response to penicillin.","Which of the following antibiotic therapies is most appropriate for this patient?

A. Amoxicillin

B. Ciprofloxacin

C. Clarithromycin

D. Clindamycin",mmlu,D
ID1426,"1. A 27-year-old man is brought to the emergency department by his sister because of increasing confusion for 10 hours. 2. He is unable to answer questions. 3. His sister states that he recently saw a psychiatrist for the first time because of hearing voices; he was prescribed a medication, but she is not sure what it is. 5. He appears acutely ill. 6. His temperature is 39.1°C (102.3°F), pulse is 124/min, and blood pressure is 160/102 mm Hg. 7. Examination shows profuse diaphoresis and muscle rigidity. 10. Mental status examination shows psychomotor agitation alternating with lethargy. 11. His leukocyte count is 15,600/mm3 , and serum creatine kinase activity is 943 U/L.","Which of the following is the most likely explanation for this patient's symptoms?

A. Amphetamine intoxication

B. Bacterial meningitis

C. Delirium tremens

D. Neuroleptic malignant syndrome",mmlu,D
ID1428,1. A 45-year-old man visits his physician with complaints of increased urinary frequency and reduced urine volume over the past two months. 2. He denies experiencing pain during urination but feels frustrated about waking up two to three times nightly to urinate.,"What is the most appropriate next step in managing this patient?

A. Urinalysis and serum creatinine testing  
B. Empiric treatment with alpha-blockers  
D. Ultrasonography  
E. Bladder scan for post-void residual volume  
F. Digital rectal examination  
G. MRI of the pelvis  
H. Trial of fluid restriction  
I. Cystoscopy  
J. Referral to a urologist without further testing",medxpert,F
ID1430,"1. A man in his late 20s presented with mildly itchy, erythematous plaques of 3 months’ duration on both legs.   2. The lesions started to appear on the left pretibial region as small papules, which gradually increased in size and coalesced to form bigger plaques.   5. On examination, large, ill-defined, erythematous plaques were present on the pretibial areas extending onto the lateral aspect of both legs.   6. The plaques were surmounted by multiple, discrete atrophic scars.   7. The periphery of the plaques showed increased vascularity in the form of telangiectasias and venous prominences, along with atrophy of the overlying skin (Figure, A).   9. A skin biopsy sample was obtained from the plaque and sent for histopathological examination (Figure, B and C).A, Clinical photograph on presentation showing ill-defined, erythematous plaques surmounted by multiple atrophic scars.   10. The periphery of the plaques shows telangiectasia.   11. Some areas show venous prominence.   12. B, Skin biopsy showing unremarkable epidermis and multiple epithelioid cell granulomas in the entire dermis.   13. C, Compact, noncaseating, epithelioid cell granulomas with multiple Langhans giant cells.  ","What Is Your Diagnosis?

A: Granulomatous mycosis fungoides  
B: Pretibial myxedema  
C: Cutaneous sarcoidosis  
D: Necrobiosis lipoidica",jama,C
ID1432,"2. He reports experiencing generalized muscle and joint pain, as well as multiple episodes of nausea, vomiting, and diarrhea. 5. His vital signs include a temperature of 102°F (38.9°C), blood pressure of 127/81 mmHg, pulse of 90/min, respirations of 18/min, and oxygen saturation of 99% on room air.","What is the most appropriate treatment for this patient?

A. Empiric broad-spectrum antibiotics  
B. Stool culture and loperamide  
C. Blood cultures and admission  
D. Rapid influenza antigen test  
E. Oral rehydration  
F. Oseltamivir  
G. Intravenous fluid resuscitation  
H. Symptomatic treatment with NSAIDs  
I. Acetaminophen monotherapy  
J. Rest and observation only",medxpert,E
ID1434,"2. He describes epigastric discomfort occurring 1-3 hours post-meals, particularly with spicy foods, for the past 3 months. 5. He takes ibuprofen and probiotics. 7. Laboratory findings show:

- Hemoglobin: 7.2 g/dL
- Platelets: 176,000/mm^3
- Positive heme occult stool test
- Leukocyte count: 11,000/mm^3
  - Segmented neutrophils: 56%
  - Bands: 2%
  - Eosinophils: 1%
  - Basophils: 0.8%
  - Lymphocytes: 35%
  - Monocytes: 5%

Endoscopy reveals diffuse gastric mucosal erythema and a 1 cm lesion with a smooth, flat base in the proximal duodenum.","What is the most likely mechanism responsible for these endoscopic findings?

B. Overuse of antacids leading to rebound hyperacidity  
C. Impaired bicarbonate secretion in the duodenum  
D. Urease production  
E. Reduced prostaglandin synthesis  
F. Decreased mucosal blood flow due to smoking  
H. Gastrin-secreting tumor  
I. Increased gastrin secretion due to Zollinger-Ellison syndrome  
J. Cyclooxygenase-1 inhibition",medxpert,D
ID1438,"1. A 63-year-old man with a history of well-controlled hypertension, lumbar stenosis, and hip arthroplasty with revisions presented with bilateral loss of vision and hearing for several weeks.   3. On examination, his visual acuity was initially 20/80 OD and 20/200 OS; it deteriorated over the next 2 months to finger counting bilaterally.   4. The Weber test gave a nonlateralizing result, and bone conduction hearing was absent bilaterally.   6. Magnetic resonance imaging demonstrated abnormal enhancement of bilateral optic nerves (Figure, A).   12. A, Axial postgadolinium, fat-suppressed, T-1–weighted magnetic resonance image of the orbits, demonstrating left greater than right enhancement of the optic nerves (arrowheads).   13. The enhancement is centrally located within the optic nerves on coronal sections (not shown).  ","What Is Your Diagnosis?

A: Neuromyelitis optica (Devic disease)  
B: Amyloidosis  
C: Susac syndrome  
D: Cobalt toxicity",jama,D
ID1439,"1. A 17-year-old girl presents to the clinic reporting 7 months without a menstrual period. 2. Menarche was at age 12 and she had regular periods up until 2 years ago. 3. At that time, her periods became less regular until around 7 months ago when they ceased altogether. 4. She is otherwise healthy, participates in multiple school sports teams, and has been training rigorously for upcoming competitions.","Which of the following is the most likely cause of this patient's amenorrhea?

A. Hypothyroidism  
B. Functional hypothalamic amenorrhea  
C. Anorexia nervosa  
D. Polycystic ovarian syndrome",medbullets,B
ID1442,"1. A 35-year-old man with spina bifida is admitted to the hospital for a urologic procedure. 3. He has maintained continence through periodic self-catheterization. 4. The patient is paraplegic, has recurrent calcium oxalate kidney stones, and recent onset of incontinence secondary to detrusor and bladder neck dysfunction. 8. He had an episode of anaphylaxis secondary to latex allergy during a previous operation for functional expansion of his bladder through a bowel anastomosis.","Which of the following is most important to consider in the care of this patient?

A. Administration of injectable medications with disposable syringes

B. Preparation of food by outside contractors

C. Type of cleaning agents used to sterilize bed linens

D. Use of rubber urethral catheters",mmlu,D
ID1445,"1. A 45-year-old woman has a 2-week history of increased anxiety, abdominal discomfort, irritability, and difficulty concentrating; she was robbed at knifepoint in a parking lot 3 weeks ago. 5. She is cooperative but appears anxious, glancing around quickly when a loud noise is heard outside the office.","Which of the following is the most likely diagnosis?

A. Acute stress disorder

B. Agoraphobia

C. Generalized anxiety disorder

D. Hypothyroidism",mmlu,A
ID1446,"1. Three days after hospitalization for diabetic ketoacidosis, an 87-year-old woman refuses insulin injections. 5. On mental status examination, she is alert and cooperative. 6. She accurately describes her medical history and understands the consequences of refusing insulin. 7. There is no evidence of depression.","Which of the following is the most appropriate next step in management?

A. Discharge the patient after she has signed an ""against medical advice"" form

B. Seek a court order to appoint a legal guardian

C. Offer insulin but allow the patient to refuse it

D. Admit to the psychiatric unit",mmlu,C
ID1448,"2. The surgery involved only replacement of his MPA with a valved conduit.   4. During the first postoperative night, his ventilation is very difficult to control, and he has multiple desaturations, peak pressure alarms, poor tidal volumes, and bag-valve-mask ventilation is required several times to help him recover from severe respiratory distress with desaturations.   5. Physical examination demonstrates increased wheezing.  ","Which of the following interventions is most likely to restore stable ventilation?

B. Prone positioning of the child  
C. Performing a chest X-ray to rule out pneumothorax  
D. Increasing the ventilator rate to compensate for poor tidal volumes  
E. Switching to high-frequency oscillatory ventilation  
F. Administration of intravenous diuretics to reduce pulmonary edema  
G. Changing from volume to pressure control ventilation  
H. Addition of albuterol  
I. Emergent replacement of the valved conduit  
J. Administering corticosteroids to reduce airway inflammation",medxpert,B
ID1450,"1. A healthy 43-year-old woman presented with weight loss, heartburn, and progressively worsening dysphagia to solid food. 3. Paradoxically, dysphagia was worse while she was reclining and partially resolved in the upright position. 6. Subsequently, further workup with an esophagram revealed a 2.7-cm filling defect at the gastroesophageal junction, suggestive of extrinsic compression. 7. Computed tomography demonstrated a 2.5-cm low-attenuation ovoid lesion at the gastroesophageal junction (Figure 1A). 8. Considering a diagnosis of gastric tumor, she then underwent upper endoscopy that showed a mobile smooth-surfaced polypoid subepithelial lesion at the posterolateral wall of the gastroesophageal junction. 9. The mass flopped back and forth into the gastroesophageal junction. 11. Following this, endoscopic ultrasonography was performed, which demonstrated an anechoic, loculated, subepithelial lesion located within the submucosa of the distal esophagus (Figure 1B). 12. The endosonographic borders were well defined without invasion into the nearby structures. 15. A, Contrast computed tomogram (CT) revealing a mass at the gastroesophageal junction protruding into the cardia of the stomach. 16. B, Endoscopic ultrasonography demonstrated a cystic lesion originating and localized to the wall of the esophagus but not invading local structures.","What Is Your Diagnosis?

A: Gastrointestinal stromal tumor  
B: Esophageal carcinoma  
C: Inclusion cyst  
D: Bronchogenic cyst",jama,C
ID1452,"4. He has never had any serious injuries but that he always seems to bruise easily, especially after he started playing soccer this fall. 5. His parents deny that he has an abnormal number of nosebleeds or bleeding from the gums. 6. They have never seen blood in his stool or urine. 7. His mother notes that her brother has had similar problems. 9. On physical exam, the patient has extensive bruising of the lateral left thigh and tenderness to palpation.","Which of the following is the most likely underlying pathophysiology?

A. Anti-platelet antibodies  
B. Von Willebrand factor deficiency  
C. GP1b deficiency  
D. Factor 8 deficiency",medbullets,D
ID1454,"4. Musculoskeletal and neurologic examinations show no abnormalities.   5. When told that her examination is normal, the patient becomes tearful and demands an MRI of her back because her mother just died from breast cancer metastatic to bone and she fears that she may also have cancer.   6. The patient already contacted her insurance company, who told her that if she has neurologic abnormalities an MRI may be covered by her plan.   7. The patient asks the physician to order the MRI indicating that she has neurologic findings.","Which of the following is the most appropriate initial action by the physician?

A. Advise the patient to change insurance companies as soon as she is able so that she can receive more comprehensive medical care

B. Explain that the patient does not need the MRI and that it is not appropriate to misrepresent her examination findings

C. Immediately inform the patient's insurance company about what the patient has asked the physician to do

D. Order the MRI as the patient requests",mmlu,B
ID1459,"1. A 56-year-old man with systemic lupus erythematosus was taking chloroquine for 7 years (2.6 mg/kg daily; cumulative dose, 332 g). 3. He presented with a history of bilateral, painless, progressive visual diminution for 2 years. 4. On examination, his best-corrected visual acuity was 20/200 in both eyes. 8. Dilated ophthalmoscopy revealed a hypopigmented zone in the parafoveal macula (Figure). 9. Color vision testing revealed red-green deficiencies in both eyes.Advanced chloroquine retinopathy. 10. Fundus photographs of the right (A) and left (B) eyes showing hypopigmented zones concentric to the fovea consistent with chloroquine retinopathy.","What Would You Do Next?

A: Discontinue treatment with chloroquine  
B: Reassure and observe  
C: Treat with intravitreous corticosteroids  
D: Examine family members for macular dystrophy",jama,A
ID1460,"3. Physical examination shows a 1-cm, visible anal mass located below the dentate line.","If the mass if found to be malignant, it is most appropriate to evaluate which of the following lymph nodes for possible metastasis?

A. Internal iliac

B. Popliteal

C. Sacral

D. Superficial inguinal",mmlu,D
ID1462,"1. A 33-year-old female is brought to emergency care after being discovered unconscious in her yard following alcohol intoxication and prolonged exposure to rain. 2. Her vital measurements show: temperature 31°C (87.8°F), heart rate 106/min, breathing rate 14/min, and blood pressure 140/90 mm Hg.","Which therapeutic intervention would be most appropriate for this patient's condition?

A. Forced-air warming systems  
B. Continuous venous rewarming  
C. External cardiac compression  
D. Hemodialysis  
E. Cover with blankets  
F. Extracorporeal membrane oxygenation  
G. Warm water immersion  
H. Peritoneal lavage with warmed fluids  
I. Core temperature monitoring only  
J. Administration of warm IV fluids alone",medxpert,A
ID1463,"2. On examination, her temperature is 38.9°C, and her right tympanic membrane appears erythematous and bulging. 3. Additionally, there is erythema, swelling, and tenderness in the postauricular area.","What is the most appropriate next step in managing this patient?

A. Temporal bone CT with contrast  
B. Oral cefdinir for 7 days  
C. Watchful waiting with follow-up in 48-72 hours  
D. Oral amoxicillin-clavulanate twice daily for 14 days  
E. Oral amoxicillin alone for 10 days  
F. Topical antibiotic ear drops only  
G. Intravenous antibiotics  
H. Myringotomy with tympanostomy tube placement  
I. Intramuscular ceftriaxone single dose  
J. Oral azithromycin for 5 days",medxpert,G
ID1464,"1. A man in his 70s with a history of chronic lymphocytic leukemia (CLL) and prescribed cyclosporine, 100 mg twice daily, for pure red cell aplasia was admitted for spreading painful blisters on the hands and feet.   3. The patient was treated with azithromycin and subsequently developed few small, pruritic blisters on the hands and feet.   5. Over the next several days, he developed worsening fever, chills, and blisters and bullae on the arms, legs, and face.   7. Physical examination revealed numerous pink to violaceous macules, papules, and patches on the palms, dorsal hands, forearms, elbows, feet, and distal lower extremities (Figure, A and B).   8. Fewer, scattered macules were on the face, neck, trunk, upper legs, upper arms, and scrotum.   9. Dusky bullae were seen on the bilateral dorsal aspect of the hands, fingers, toes, and heels.   10. In the oral cavity, there was 1 violaceous macule on the right buccal mucosa and a few linear, horizontal, white lines on the left buccal mucosa.  ","What Is Your Diagnosis?

A: Atypical hand-foot-mouth disease  
B: Disseminated zoster  
C: Erythema multiforme  
D: Leukocytoclastic vasculitis",jama,A
ID1466,"1. A 25-year-old woman comes to the physician because of a 2-month history of numbness in her right hand. 2. During this period, she has had tingling in the right ring and small fingers most of the time. 8. Palpation of the right elbow produces a jolt of severe pain in the right ring and small fingers. 9. Sensation to pinprick and light touch is decreased over the medial half of the right ring finger and the entire small finger.","The most likely cause of these findings is entrapment of which of the following on the right?

A. Median nerve at the wrist

B. Musculocutaneous nerve at the forearm

C. Radial nerve at the forearm

D. Ulnar nerve at the elbow",mmlu,D
ID1467,1. A 15-year-old boy is brought to the office by his mother because he has been tired and irritable for the past 3 months. 9. He seems more sullen than you remember from previous visits.,"It is most appropriate to obtain additional history regarding which of the following?

A. Fever and chills

B. Mood symptoms

C. School performance

D. Sexual activity",mmlu,D
ID1468,"8. He has a fair complexion and tall stature with a prominent sternum. 9. The patient also has joint hypermobility and hyperelastic skin. 10. He appears to have poor visual acuity and is referred to an ophthalmologist, who finds downward lens subluxation of the right eye.","This child is most likely to develop which of the following complications?

A. Thromboembolic stroke  
B. Wilms tumor  
C. Osteoarthritis  
D. Aortic dissection",medbullets,A
ID1469,"1. A woman in her 20s was referred to our retina clinic for blurry vision in the left eye that she noticed on waking. 8. The left eye (Figure, B) had tortuosity and dilation of all branches of the retinal vein, disc edema, scattered intraretinal hemorrhages, and nasal macula nerve fiber layer infarcts. 9. The vitreous was clear, macula flat, and there was no retinal neovascularization. 10. Results of optical coherence tomography confirmed the absence of cystoid macular edema and demonstrated nerve fiber layer thickening and hyperreflectivity, consistent with a nerve fiber layer infarct.A, Right fundus photograph demonstrating absence of vessel tortuosity and dilation, disc edema, infarcts, and hemorrhages. 11. B, Left fundus photograph demonstrating venous tortuosity and dilation, disc edema, scattered intraretinal hemorrhages, and nasal macula nerve fiber layer infarct (arrowheads).","What Would You Do Next?

A: Perform intravitreal corticosteroid injection  
B: Perform intravitreal anti–vascular endothelial growth factor injection  
C: Review medical and family history for hypercoagulable or inflammatory systemic diseases  
D: Perform panretinal photocoagulation",jama,C
ID1474,4. X-rays of the spine show a compression fracture of L1-2.   5. A DEXA scan shows decreased bone mineral density.   7. A bisphosphonate drug is prescribed.,"The expected beneficial effect of this drug is most likely due to which of the following actions?

A. Decreased insulin-like growth factor-1 concentration

B. Decreased osteoclast activity

C. Decreased osteoprotegerin production

D. Increased 1,25-dihydroxycholecalciferol concentration",mmlu,B
ID1475,"1. A 31-year-old man presents to clinic for evaluation of a 3-year history of infertility. 3. He exercises twice a day, often with heavy weightlifting, and eats a high-protein diet. 7. Physical exam reveals small testes and a receding hairline. 8. He also has palpable tissue underneath his nipples bilaterally.","Which of the following is the most likely cause of this patient’s infertility?

A. Klinefelter syndrome  
B. Cryptorchidism  
C. Anabolic steroid use  
D. Excess growth hormone use",medbullets,C
ID1479,"2. She has a history of recurrent upper respiratory tract infections, sinusitis, and pancreatitis. 3. She has thick nasal secretions. 4. She says that her sweat is salty and crystallizes on her skin. 7. Genetic testing for the 36 most common mutations shows a detectable mutation (G551D) in one allele of the CFTR gene.","Which of the following best explains this patient's clinical phenotype?

A. Only one G551D allele is needed in CFTR

B. The patient is a CFTR obligate carrier

C. The patient's CFTR mutation is unrelated to her clinical phenotype

D. The second CFTR mutation was not detected by the testing obtained",mmlu,D
ID1480,"2. Two months ago, he was started on citalopram after several weeks of depressed mood, loss of interest in activities, depressed appetite, and inability to sleep.   3. Today, he reports minimal improvement in his symptoms.  ","Which of the following is the most appropriate next step in management?

A. Switch to paroxetine  
B. Switch to phenelzine  
C. Electroconvulsive therapy  
D. Add mirtazapine",medbullets,D
ID1483,5. Further diagnostic evaluation confirms the presence of metastasized carcinoid tumors. 6. The physician discusses the condition with the patient and recommends long-term treatment with octreotide.,"Which of the following conditions is most likely to occur as a side effect of this medication?

A. Hypocortisolism  
B. Hypomagnesemia  
C. Hypocalcemia  
D. Hypophosphatemia  
E. Hypokalemia  
F. Hypothyroidism  
G. Hypogonadism  
H. Hyperglycemia  
I. Hyponatremia  
J. Hypoparathyroidism",medxpert,F
ID1485,"1. A young girl with an unremarkable medical history presented with 1 week of drowsiness, double vision, and left cranial nerve VI and VII palsies. 2. Brain magnetic resonance imaging (MRI) revealed T2-weighted and fluid-attenuated inversion recovery changes with associated patchy enhancement in the brainstem, left frontal lobe, left cingulate gyrus, and left parietal lobe without restricted diffusion (Figure, A and B). 4. Cerebral spinal fluid (CSF) study results were unremarkable (red blood cell count, 0 × 106/µL [to convert to ×1012/L, multiply by 12]; white blood cell count, 0/µL [to convert to ×109/L, multiply by 0.001]; glucose, 61 mg/dL [to convert to millimoles per liter, multiply by 0.0555]; and total protein, 19 g/dL [to convert to grams per liter, multiply by 10]), and CSF cytologic test results were negative for malignancy. 11. The CSF studies revealed a mild lymphocytic pleocytosis (white blood cell count of 11/µL with 3 neutrophils, 6 lymphocytes, and 2 monocytes) with 1 red blood cell, glucose level of 57 mg/dL, and total protein level of 39 g/dL.","What Is Your Diagnosis?

A: Multiple sclerosis  
B: Central nervous system lymphoma  
C: Autoimmune encephalitis  
D: Neurosarcoidosis",jama,C
ID1488,"3. He says that the tremor is nothing to worry about and only occurs during a few activities such as pouring drinks, pointing the remote at the television, or fixing his car. 6. He has 3-5 drinks of scotch per night before working on his car. 7. On physical exam, the tremor is replicated during finger to nose testing.","Which of the following is the most appropriate treatment for this patient's tremor?

A. Alcoholics anonymous  
B. Aripiprazole  
C. Phenobarbital  
D. Propranolol",medbullets,D
ID1489,"1. A 37-year-old man presents to the emergency department for a persistent fever. 2. The patient has felt unwell for the past week and has felt subjectively febrile. 5. The patient admits to using heroin and cocaine and drinking 5-8 alcoholic drinks per day. 6. His temperature is 103°F (39.4°C), blood pressure is 92/59 mmHg, pulse is 110/min, respirations are 20/min, and oxygen saturation is 96% on room air. 7. Cardiopulmonary exam is notable for a systolic murmur heard best along the left sternal border. 8. Dermatologic exam reveals scarring in the antecubital fossa.","Which of the following is the most appropriate next step in management for the most likely underlying diagnosis?

A. Blood cultures  
B. CT scan  
C. Ultrasound  
D. Vancomycin and gentamicin",medbullets,A
