ID,src,lab5,lab4,sent_idx,h5,h4
ID0887,medbullets,H,I,8,True,False
ID0889,jama,L,L,8,False,False
ID0893,medbullets,H,L,8,True,False
ID0894,jama,H,H,8,True,True
ID0895,jama,H,L,8,True,False
ID0900,jama,I,I,8,False,False
ID0901,medbullets,I,I,8,False,False
ID0904,jama,H,H,8,True,True
ID0909,mmlu,I,I,8,False,False
ID0911,mmlu,I,I,8,False,False
ID0916,jama,L,L,8,False,False
ID0919,medxpert,H,H,8,True,True
ID0922,medxpert,L,L,8,False,False
ID0923,medbullets,L,L,8,False,False
ID0924,medbullets,H,H,8,True,True
ID0927,jama,H,H,8,True,True
ID0928,medbullets,L,I,8,False,False
ID0935,jama,I,L,8,False,False
ID0937,jama,H,H,8,True,True
ID0939,jama,I,L,8,False,False
ID0941,medxpert,L,L,8,False,False
ID0944,mmlu,H,H,8,True,True
ID0949,medbullets,I,I,8,False,False
ID0953,mmlu,H,H,8,True,True
ID0954,jama,H,L,8,True,False
ID0957,medxpert,H,H,8,True,True
ID0962,jama,I,L,8,False,False
ID0963,mmlu,H,L,8,True,False
ID0968,jama,L,L,8,False,False
ID0970,medbullets,H,L,8,True,False
ID0973,jama,I,I,8,False,False
ID0977,jama,L,L,8,False,False
ID0979,medxpert,H,L,8,True,False
ID0981,jama,L,L,8,False,False
ID0987,medbullets,I,I,8,False,False
ID0990,jama,H,L,8,True,False
ID0993,jama,L,I,8,False,False
ID0994,medxpert,H,I,8,True,False
ID0996,jama,I,I,8,False,False
ID0998,jama,H,L,8,True,False
ID0999,mmlu,I,L,8,False,False
ID1001,jama,L,L,8,False,False
ID1002,jama,H,L,8,True,False
ID1006,jama,H,H,8,True,True
ID1009,medxpert,H,L,8,True,False
ID1011,jama,H,H,8,True,True
ID1013,mmlu,L,L,8,False,False
ID1014,jama,L,I,8,False,False
ID1015,jama,L,H,8,False,True
ID1016,jama,H,I,8,True,False
ID1017,jama,I,I,8,False,False
ID1019,jama,L,I,8,False,False
ID1020,jama,H,H,8,True,True
ID1021,jama,L,H,8,False,True
ID1022,jama,I,I,8,False,False
ID1024,medbullets,I,I,8,False,False
ID1025,mmlu,I,I,8,False,False
ID1026,medxpert,I,I,8,False,False
ID1028,medbullets,H,L,8,True,False
ID1029,medxpert,H,H,8,True,True
ID1032,jama,L,L,8,False,False
ID1035,jama,L,H,8,False,True
ID1037,jama,L,L,8,False,False
ID1038,jama,H,H,8,True,True
ID1040,jama,H,H,8,True,True
ID1047,jama,H,L,8,True,False
ID1049,jama,H,H,8,True,True
ID1051,medbullets,H,H,8,True,True
ID1060,jama,L,L,8,False,False
ID1068,jama,H,H,8,True,True
ID1071,jama,L,I,8,False,False
ID1073,jama,L,H,8,False,True
ID1074,medxpert,H,H,8,True,True
ID1075,jama,L,L,8,False,False
ID1076,jama,H,L,8,True,False
ID1077,jama,I,L,8,False,False
ID1079,jama,H,H,8,True,True
ID1080,jama,H,H,8,True,True
ID1081,medbullets,L,L,8,False,False
ID1082,mmlu,H,L,8,True,False
ID1084,jama,L,L,8,False,False
ID1087,jama,L,I,8,False,False
ID1088,mmlu,H,L,8,True,False
ID1089,jama,H,H,8,True,True
ID1090,jama,H,H,8,True,True
ID1093,medbullets,L,L,8,False,False
ID1098,jama,H,H,8,True,True
ID1099,jama,H,H,8,True,True
ID1101,jama,I,I,8,False,False
ID1102,medxpert,I,I,8,False,False
ID1112,mmlu,L,L,8,False,False
ID1114,mmlu,I,I,8,False,False
ID1116,medbullets,L,I,8,False,False
ID1118,jama,L,L,8,False,False
ID1119,jama,H,H,8,True,True
ID1121,jama,L,L,8,False,False
ID1123,jama,H,H,8,True,True
ID1127,jama,L,L,8,False,False
ID1129,medbullets,L,I,8,False,False
ID1131,jama,H,H,8,True,True
ID1132,jama,H,L,8,True,False
ID1135,jama,H,H,8,True,True
ID1137,medbullets,I,I,8,False,False
ID1138,jama,L,L,8,False,False
ID1139,jama,H,H,8,True,True
ID1140,jama,H,H,8,True,True
ID1141,medxpert,H,I,8,True,False
ID1142,medbullets,H,H,8,True,True
ID1148,jama,H,H,8,True,True
ID1149,jama,H,I,8,True,False
ID1150,jama,I,L,8,False,False
ID1153,medbullets,L,H,8,False,True
ID1154,medxpert,L,L,8,False,False
ID1155,medxpert,H,H,8,True,True
ID1157,medbullets,L,L,8,False,False
ID1158,medbullets,L,L,8,False,False
ID1160,jama,L,L,8,False,False
ID1162,jama,H,H,8,True,True
ID1163,mmlu,L,L,8,False,False
ID1166,jama,I,L,8,False,False
ID1167,jama,H,H,8,True,True
ID1170,jama,H,H,8,True,True
ID1171,jama,L,H,8,False,True
ID1174,jama,H,H,8,True,True
ID1175,jama,H,H,8,True,True
ID1176,medxpert,I,I,8,False,False
ID1178,jama,L,I,8,False,False
ID1179,medxpert,H,H,8,True,True
ID1182,mmlu,H,H,8,True,True
ID1183,jama,L,I,8,False,False
ID1184,medxpert,L,L,8,False,False
ID1185,jama,L,L,8,False,False
ID1187,mmlu,I,I,8,False,False
ID1198,jama,H,H,8,True,True
ID1200,medbullets,H,H,8,True,True
ID1204,jama,H,L,8,True,False
ID1206,mmlu,L,H,8,False,True
ID1214,jama,H,H,8,True,True
ID1215,jama,L,H,8,False,True
ID1217,jama,L,L,8,False,False
ID1218,medbullets,I,I,8,False,False
ID1219,jama,I,L,8,False,False
ID1221,medbullets,H,H,8,True,True
ID1223,mmlu,H,H,8,True,True
ID1224,jama,H,H,8,True,True
ID1228,medbullets,H,L,8,True,False
ID1229,jama,H,H,8,True,True
ID1230,jama,H,H,8,True,True
ID1232,medbullets,L,I,8,False,False
ID1233,jama,H,L,8,True,False
ID1234,jama,H,H,8,True,True
ID1236,jama,I,L,8,False,False
ID1242,jama,H,H,8,True,True
ID1244,jama,H,L,8,True,False
ID1246,medbullets,I,I,8,False,False
ID1247,jama,H,H,8,True,True
ID1249,medbullets,H,H,8,True,True
ID1255,medxpert,L,L,8,False,False
ID1260,jama,L,L,8,False,False
ID1262,medbullets,I,I,8,False,False
ID1264,jama,I,H,8,False,True
ID1266,jama,H,H,8,True,True
ID1267,jama,L,L,8,False,False
ID1269,medbullets,H,H,8,True,True
ID1271,medbullets,H,H,8,True,True
ID1272,mmlu,H,H,8,True,True
ID1273,jama,H,L,8,True,False
ID1275,jama,H,L,8,True,False
ID1276,jama,H,L,8,True,False
ID1277,mmlu,H,H,8,True,True
ID1278,medbullets,I,L,8,False,False
ID1279,medbullets,I,I,8,False,False
ID1281,jama,H,H,8,True,True
ID1285,jama,I,I,8,False,False
ID1286,jama,H,H,8,True,True
ID1287,mmlu,I,I,8,False,False
ID1288,jama,H,H,8,True,True
ID1289,jama,H,H,8,True,True
ID1296,mmlu,H,H,8,True,True
ID1301,jama,L,L,8,False,False
ID1303,jama,I,I,8,False,False
ID1308,jama,H,H,8,True,True
ID1310,mmlu,H,H,8,True,True
ID1311,medxpert,L,I,8,False,False
ID1313,medbullets,H,I,8,True,False
ID1314,jama,H,H,8,True,True
ID1315,medbullets,L,L,8,False,False
ID1318,jama,H,H,8,True,True
ID1320,jama,L,H,8,False,True
ID1328,medxpert,H,H,8,True,True
ID1331,mmlu,L,L,8,False,False
ID1332,jama,L,L,8,False,False
ID1333,medxpert,H,H,8,True,True
ID1334,jama,H,H,8,True,True
ID1335,mmlu,H,H,8,True,True
ID1336,mmlu,H,H,8,True,True
ID1337,medbullets,H,I,8,True,False
ID1338,medbullets,I,I,8,False,False
ID1339,mmlu,H,H,8,True,True
ID1345,medbullets,L,L,8,False,False
ID1347,jama,H,H,8,True,True
ID1348,jama,L,L,8,False,False
ID1349,jama,H,H,8,True,True
ID1350,jama,I,I,8,False,False
ID1353,jama,I,I,8,False,False
ID1354,jama,I,I,8,False,False
ID1359,jama,H,H,8,True,True
ID1360,jama,L,I,8,False,False
ID1362,medbullets,H,H,8,True,True
ID1368,jama,L,L,8,False,False
ID1371,medbullets,H,H,8,True,True
ID1373,jama,H,H,8,True,True
ID1374,jama,H,H,8,True,True
ID1376,jama,H,H,8,True,True
ID1378,medbullets,H,H,8,True,True
ID1381,jama,H,H,8,True,True
ID1382,jama,L,I,8,False,False
ID1383,mmlu,I,I,8,False,False
ID1384,medbullets,L,L,8,False,False
ID1387,jama,L,L,8,False,False
ID1388,jama,I,I,8,False,False
ID1391,jama,H,L,8,True,False
ID1394,medbullets,L,L,8,False,False
ID1397,medbullets,L,H,8,False,True
ID1398,jama,L,H,8,False,True
ID1399,medxpert,H,H,8,True,True
ID1401,jama,L,L,8,False,False
ID1402,jama,L,H,8,False,True
ID1403,jama,H,H,8,True,True
ID1411,medbullets,L,I,8,False,False
ID1413,medbullets,I,I,8,False,False
ID1416,jama,L,L,8,False,False
ID1418,mmlu,H,L,8,True,False
ID1419,jama,L,L,8,False,False
ID1421,mmlu,H,H,8,True,True
ID1422,medbullets,I,L,8,False,False
ID1426,mmlu,H,L,8,True,False
ID1429,jama,H,H,8,True,True
ID1430,jama,L,L,8,False,False
ID1438,jama,H,L,8,True,False
ID1439,medbullets,L,L,8,False,False
ID1442,mmlu,H,H,8,True,True
ID1446,mmlu,L,L,8,False,False
ID1449,medxpert,I,I,8,False,False
ID1450,jama,H,H,8,True,True
ID1452,medbullets,I,I,8,False,False
ID1453,jama,H,H,8,True,True
ID1457,medbullets,I,I,8,False,False
ID1458,jama,H,H,8,True,True
ID1459,jama,H,H,8,True,True
ID1464,jama,H,L,8,True,False
ID1466,mmlu,H,H,8,True,True
ID1467,mmlu,I,I,8,False,False
ID1468,medbullets,H,H,8,True,True
ID1469,jama,H,H,8,True,True
ID1475,medbullets,H,H,8,True,True
ID1476,jama,H,L,8,True,False
ID1477,jama,H,H,8,True,True
ID1481,jama,L,L,8,False,False
ID1485,jama,H,H,8,True,True
ID1488,medbullets,L,I,8,False,False
ID1489,medbullets,H,L,8,True,False
ID1490,medbullets,I,I,8,False,False
ID1491,jama,H,H,8,True,True
ID1494,medbullets,H,H,8,True,True
ID1495,medbullets,L,H,8,False,True
ID1505,jama,H,H,8,True,True
ID1508,medbullets,H,H,8,True,True
ID1510,jama,H,H,8,True,True
ID1513,jama,H,L,8,True,False
ID1514,jama,L,H,8,False,True
ID1515,mmlu,H,H,8,True,True
ID1517,jama,I,I,8,False,False
ID1518,jama,I,I,8,False,False
ID1520,jama,I,I,8,False,False
ID1525,jama,I,L,8,False,False
ID1526,medbullets,I,L,8,False,False
ID1529,jama,L,H,8,False,True
ID1530,jama,H,H,8,True,True
ID1532,jama,H,H,8,True,True
ID1533,jama,H,L,8,True,False
ID1534,medbullets,I,I,8,False,False
ID1538,jama,H,L,8,True,False
ID1539,medbullets,H,L,8,True,False
ID1540,jama,H,H,8,True,True
ID1541,medbullets,L,L,8,False,False
ID1543,mmlu,H,L,8,True,False
ID1545,jama,I,I,8,False,False
ID1550,jama,H,H,8,True,True
ID1551,jama,L,L,8,False,False
ID1552,medbullets,H,H,8,True,True
ID1553,medbullets,L,L,8,False,False
ID1555,jama,H,I,8,True,False
ID1558,jama,L,I,8,False,False
ID1560,jama,I,I,8,False,False
ID1561,jama,L,H,8,False,True
ID1565,medbullets,L,L,8,False,False
ID1566,medbullets,H,H,8,True,True
ID1570,medbullets,H,H,8,True,True
ID1571,medxpert,L,L,8,False,False
ID1573,jama,I,I,8,False,False
ID1574,jama,L,L,8,False,False
ID1575,jama,L,L,8,False,False
ID1581,jama,H,L,8,True,False
ID1584,jama,H,H,8,True,True
ID1585,jama,I,L,8,False,False
ID1586,mmlu,L,I,8,False,False
ID1593,medxpert,L,H,8,False,True
ID1594,jama,H,H,8,True,True
ID1596,mmlu,H,H,8,True,True
ID1599,medbullets,H,H,8,True,True
ID1601,jama,H,H,8,True,True
ID1602,medbullets,H,L,8,True,False
ID1607,jama,L,L,8,False,False
ID1610,jama,L,H,8,False,True
ID1612,jama,L,L,8,False,False
ID1618,jama,L,L,8,False,False
ID1622,mmlu,H,H,8,True,True
ID1629,medbullets,H,H,8,True,True
ID1634,medbullets,H,H,8,True,True
ID1636,medbullets,I,I,8,False,False
ID1638,jama,L,H,8,False,True
ID1645,jama,I,I,8,False,False
ID1650,mmlu,I,I,8,False,False
ID1651,jama,H,L,8,True,False
ID1652,jama,I,H,8,False,True
ID1655,jama,L,H,8,False,True
ID1659,jama,I,I,8,False,False
ID1663,jama,L,L,8,False,False
ID1666,medbullets,H,H,8,True,True
ID1667,medxpert,I,I,8,False,False
ID1668,medbullets,H,H,8,True,True
ID1671,jama,H,H,8,True,True
ID1674,jama,H,H,8,True,True
ID1678,jama,H,H,8,True,True
ID1679,jama,L,L,8,False,False
ID1680,jama,L,L,8,False,False
ID1683,jama,L,L,8,False,False
ID1685,medbullets,H,H,8,True,True
ID1689,jama,H,H,8,True,True
ID1691,medxpert,I,I,8,False,False
ID1692,jama,L,I,8,False,False
ID1693,medbullets,H,H,8,True,True
ID1694,medxpert,H,L,8,True,False
ID1695,jama,L,H,8,False,True
ID1699,jama,H,H,8,True,True
ID1700,mmlu,L,L,8,False,False
ID1701,mmlu,H,H,8,True,True
ID1702,jama,H,H,8,True,True
ID1706,medbullets,L,I,8,False,False
ID1710,jama,H,H,8,True,True
ID1711,jama,H,H,8,True,True
ID1714,jama,I,L,8,False,False
ID1716,jama,I,L,8,False,False
ID1717,medxpert,I,I,8,False,False
ID1718,medbullets,H,H,8,True,True
ID1724,medxpert,I,L,8,False,False
ID1725,mmlu,H,H,8,True,True
ID1727,medxpert,H,H,8,True,True
ID1728,jama,H,H,8,True,True
ID1732,jama,H,L,8,True,False
ID1738,medbullets,I,I,8,False,False
ID1741,medxpert,H,H,8,True,True
ID1756,jama,L,L,8,False,False
ID1761,jama,L,L,8,False,False
ID1762,jama,H,H,8,True,True
ID1766,medxpert,H,H,8,True,True
ID1767,medxpert,L,H,8,False,True
ID1768,medbullets,L,L,8,False,False
ID1769,jama,I,I,8,False,False
ID1773,medxpert,H,H,8,True,True
ID1776,medxpert,L,L,8,False,False
ID1783,medxpert,L,L,8,False,False
ID1786,medbullets,H,L,8,True,False
ID1787,jama,H,H,8,True,True
ID1788,mmlu,I,I,8,False,False
ID1789,medxpert,H,H,8,True,True
ID1790,jama,H,H,8,True,True
ID1791,jama,L,L,8,False,False
ID1792,jama,L,L,8,False,False
ID1793,mmlu,L,L,8,False,False
ID1797,jama,L,H,8,False,True
ID1798,mmlu,H,H,8,True,True
ID1799,jama,H,H,8,True,True
ID1800,mmlu,I,I,8,False,False
ID1802,jama,I,L,8,False,False
ID1807,jama,L,H,8,False,True
ID1809,jama,L,L,8,False,False
ID1811,jama,L,H,8,False,True
ID1818,mmlu,H,H,8,True,True
ID1819,jama,H,H,8,True,True
ID1820,jama,I,L,8,False,False
ID1821,medbullets,L,L,8,False,False
ID1822,medbullets,H,H,8,True,True
ID1823,jama,L,I,8,False,False
ID1824,medbullets,H,H,8,True,True
ID1825,medxpert,H,H,8,True,True
ID1826,mmlu,H,H,8,True,True
ID1827,mmlu,I,I,8,False,False
ID1829,jama,H,H,8,True,True
ID1830,medxpert,L,I,8,False,False
ID1831,jama,H,H,8,True,True
ID1835,jama,H,L,8,True,False
ID1837,jama,H,H,8,True,True
ID1838,medbullets,I,I,8,False,False
ID1842,jama,L,L,8,False,False
ID1845,medbullets,H,H,8,True,True
ID1846,medbullets,H,L,8,True,False
ID1848,jama,L,I,8,False,False
ID1850,jama,L,L,8,False,False
ID1852,jama,H,H,8,True,True
ID1855,jama,H,I,8,True,False
ID1858,medxpert,L,I,8,False,False
ID1859,jama,H,H,8,True,True
ID1860,jama,H,H,8,True,True
ID1863,mmlu,L,L,8,False,False
ID1865,jama,H,I,8,True,False
ID1868,jama,H,H,8,True,True
ID1875,jama,H,H,8,True,True
ID1879,jama,L,I,8,False,False
ID1880,medbullets,I,I,8,False,False
ID1882,medbullets,I,I,8,False,False
ID1887,jama,H,H,8,True,True
ID1892,medxpert,I,I,8,False,False
ID1893,jama,H,H,8,True,True
ID1898,medbullets,H,L,8,True,False
ID1899,jama,I,I,8,False,False
ID1900,jama,L,L,8,False,False
ID1902,jama,L,L,8,False,False
ID1903,jama,H,H,8,True,True
ID1904,jama,L,L,8,False,False
ID1905,medxpert,H,H,8,True,True
ID1908,mmlu,L,H,8,False,True
ID1909,jama,I,I,8,False,False
ID1910,medxpert,L,L,8,False,False
ID1912,mmlu,I,I,8,False,False
ID1913,medxpert,L,L,8,False,False
ID1917,jama,L,L,8,False,False
ID1918,jama,H,L,8,True,False
ID1924,medxpert,I,I,8,False,False
ID1925,jama,L,L,8,False,False
ID1927,medbullets,I,I,8,False,False
ID1928,jama,H,H,8,True,True
ID1929,medxpert,H,H,8,True,True
ID1932,jama,H,H,8,True,True
ID1933,jama,L,L,8,False,False
ID1934,jama,I,I,8,False,False
ID1937,jama,L,H,8,False,True
ID1938,medbullets,I,L,8,False,False
ID1940,jama,H,I,8,True,False
ID1941,medxpert,H,H,8,True,True
ID1945,medbullets,H,H,8,True,True
ID1946,medxpert,H,L,8,True,False
ID1949,jama,L,L,8,False,False
ID1951,jama,H,I,8,True,False
ID1955,medbullets,L,L,8,False,False
ID1959,jama,L,L,8,False,False
ID1963,medbullets,H,H,8,True,True
ID1965,jama,H,H,8,True,True
ID1969,mmlu,H,H,8,True,True
ID1970,jama,L,L,8,False,False
ID1972,mmlu,L,H,8,False,True
ID1974,medbullets,H,I,8,True,False
ID1977,jama,H,L,8,True,False
ID1980,medxpert,H,H,8,True,True
ID1981,jama,H,H,8,True,True
ID1983,medbullets,L,L,8,False,False
ID1987,medxpert,L,L,8,False,False
ID1990,jama,L,L,8,False,False
ID1991,jama,L,L,8,False,False
ID1997,medxpert,I,I,8,False,False
ID1998,medbullets,H,H,8,True,True
ID0002,jama,L,I,9,False,False
ID0015,jama,H,H,9,True,True
ID0021,jama,H,H,9,True,True
ID0029,medbullets,H,H,9,True,True
ID0034,medbullets,L,L,9,False,False
ID0041,jama,H,H,9,True,True
ID0044,jama,H,L,9,True,False
ID0046,medbullets,H,H,9,True,True
ID0048,medbullets,L,L,9,False,False
ID0049,jama,H,H,9,True,True
ID0054,jama,L,H,9,False,True
ID0055,medbullets,I,I,9,False,False
ID0069,jama,H,H,9,True,True
ID0072,jama,L,I,9,False,False
ID0074,mmlu,H,H,9,True,True
ID0076,jama,L,H,9,False,True
ID0078,medbullets,L,I,9,False,False
ID0079,jama,H,H,9,True,True
ID0086,medxpert,H,L,9,True,False
ID0088,jama,L,I,9,False,False
ID0093,jama,H,H,9,True,True
ID0094,jama,H,H,9,True,True
ID0097,jama,I,I,9,False,False
ID0098,mmlu,I,I,9,False,False
ID0099,medxpert,L,L,9,False,False
ID0102,medbullets,H,H,9,True,True
ID0110,jama,I,I,9,False,False
ID0111,medbullets,I,I,9,False,False
ID0113,mmlu,I,L,9,False,False
ID0115,medbullets,L,I,9,False,False
ID0116,jama,H,H,9,True,True
ID0117,mmlu,H,H,9,True,True
ID0119,jama,I,I,9,False,False
ID0124,jama,H,H,9,True,True
ID0125,jama,H,H,9,True,True
ID0127,jama,I,I,9,False,False
ID0130,jama,L,H,9,False,True
ID0136,mmlu,I,I,9,False,False
ID0142,jama,H,H,9,True,True
ID0144,medbullets,I,I,9,False,False
ID0149,jama,H,H,9,True,True
ID0150,jama,L,I,9,False,False
ID0153,jama,I,I,9,False,False
ID0154,mmlu,H,H,9,True,True
ID0157,jama,H,H,9,True,True
ID0161,jama,H,H,9,True,True
ID0162,medbullets,H,H,9,True,True
ID0163,jama,I,I,9,False,False
ID0165,medxpert,H,H,9,True,True
ID0168,mmlu,H,H,9,True,True
ID0169,jama,L,I,9,False,False
ID0172,jama,L,L,9,False,False
ID0177,medbullets,H,H,9,True,True
ID0184,mmlu,I,I,9,False,False
ID0185,medbullets,H,H,9,True,True
ID0186,jama,H,H,9,True,True
ID0191,jama,H,H,9,True,True
ID0192,jama,L,I,9,False,False
ID0195,jama,H,H,9,True,True
ID0198,medbullets,I,I,9,False,False
ID0199,jama,H,H,9,True,True
ID0200,medxpert,I,H,9,False,True
ID0202,jama,H,I,9,True,False
ID0206,jama,H,I,9,True,False
ID0213,jama,H,H,9,True,True
ID0215,jama,H,H,9,True,True
ID0219,jama,I,I,9,False,False
ID0220,mmlu,H,H,9,True,True
ID0222,jama,H,H,9,True,True
ID0230,jama,H,H,9,True,True
ID0232,jama,H,H,9,True,True
ID0235,medxpert,H,H,9,True,True
ID0236,jama,I,H,9,False,True
ID0237,mmlu,I,I,9,False,False
ID0238,medbullets,H,H,9,True,True
ID0240,jama,H,H,9,True,True
ID0241,jama,L,L,9,False,False
ID0242,medxpert,L,L,9,False,False
ID0243,jama,L,L,9,False,False
ID0246,jama,I,L,9,False,False
ID0247,medbullets,H,H,9,True,True
ID0249,medbullets,H,H,9,True,True
ID0254,jama,L,L,9,False,False
ID0257,jama,I,H,9,False,True
ID0258,jama,H,H,9,True,True
ID0268,jama,H,H,9,True,True
ID0270,mmlu,H,H,9,True,True
ID0275,medxpert,H,H,9,True,True
ID0277,jama,I,L,9,False,False
ID0281,medxpert,I,I,9,False,False
ID0283,jama,I,I,9,False,False
ID0286,jama,H,H,9,True,True
ID0287,jama,L,L,9,False,False
ID0289,jama,L,H,9,False,True
ID0295,jama,I,I,9,False,False
ID0300,jama,H,H,9,True,True
ID0301,jama,H,H,9,True,True
ID0302,jama,L,L,9,False,False
ID0307,mmlu,H,I,9,True,False
ID0309,medbullets,L,I,9,False,False
ID0310,jama,H,H,9,True,True
ID0313,mmlu,I,I,9,False,False
ID0314,medbullets,H,H,9,True,True
ID0315,mmlu,I,I,9,False,False
ID0320,medxpert,I,I,9,False,False
ID0321,jama,H,H,9,True,True
ID0323,jama,I,L,9,False,False
ID0324,jama,H,L,9,True,False
ID0325,medbullets,I,I,9,False,False
ID0326,jama,L,L,9,False,False
ID0328,jama,H,H,9,True,True
ID0330,medbullets,H,H,9,True,True
ID0331,jama,H,H,9,True,True
ID0332,jama,L,L,9,False,False
ID0334,jama,L,L,9,False,False
ID0337,jama,H,H,9,True,True
ID0342,jama,L,L,9,False,False
ID0351,jama,I,L,9,False,False
ID0352,jama,H,H,9,True,True
ID0356,jama,H,H,9,True,True
ID0360,mmlu,L,H,9,False,True
ID0363,medbullets,L,I,9,False,False
ID0364,jama,L,H,9,False,True
ID0365,jama,H,H,9,True,True
ID0366,jama,H,H,9,True,True
ID0368,jama,L,L,9,False,False
ID0371,medxpert,H,H,9,True,True
ID0373,jama,L,L,9,False,False
ID0377,jama,H,L,9,True,False
ID0385,medxpert,I,I,9,False,False
ID0388,medxpert,H,I,9,True,False
ID0389,jama,L,L,9,False,False
ID0393,jama,H,I,9,True,False
ID0397,medxpert,H,H,9,True,True
ID0399,jama,H,H,9,True,True
ID0400,jama,L,L,9,False,False
ID0402,jama,H,H,9,True,True
ID0404,jama,H,L,9,True,False
ID0405,jama,L,L,9,False,False
ID0406,mmlu,H,I,9,True,False
ID0409,mmlu,H,H,9,True,True
ID0412,jama,L,H,9,False,True
ID0415,jama,H,L,9,True,False
ID0417,jama,H,H,9,True,True
ID0418,jama,I,H,9,False,True
ID0421,jama,H,H,9,True,True
ID0422,jama,H,H,9,True,True
ID0425,medxpert,H,L,9,True,False
ID0431,jama,H,H,9,True,True
ID0442,jama,I,I,9,False,False
ID0444,jama,I,L,9,False,False
ID0447,medbullets,H,H,9,True,True
ID0449,jama,L,L,9,False,False
ID0451,jama,L,L,9,False,False
ID0453,jama,H,H,9,True,True
ID0462,jama,H,H,9,True,True
ID0463,jama,L,L,9,False,False
ID0465,jama,L,H,9,False,True
ID0466,jama,H,H,9,True,True
ID0467,jama,H,H,9,True,True
ID0468,medbullets,H,L,9,True,False
ID0469,jama,L,H,9,False,True
ID0470,medbullets,H,H,9,True,True
ID0471,jama,L,L,9,False,False
ID0472,jama,L,L,9,False,False
ID0476,jama,H,H,9,True,True
ID0477,jama,L,L,9,False,False
ID0478,jama,H,H,9,True,True
ID0479,jama,L,L,9,False,False
ID0483,jama,H,H,9,True,True
ID0484,jama,I,L,9,False,False
ID0492,jama,H,H,9,True,True
ID0494,jama,H,H,9,True,True
ID0495,medbullets,L,L,9,False,False
ID0498,jama,H,H,9,True,True
ID0500,jama,L,L,9,False,False
ID0502,jama,H,H,9,True,True
ID0503,medbullets,H,L,9,True,False
ID0508,jama,L,L,9,False,False
ID0511,jama,L,H,9,False,True
ID0513,jama,I,L,9,False,False
ID0522,jama,L,H,9,False,True
ID0524,jama,H,H,9,True,True
ID0525,jama,H,H,9,True,True
ID0526,medbullets,H,I,9,True,False
ID0528,jama,I,L,9,False,False
ID0529,medbullets,H,H,9,True,True
ID0532,medxpert,H,L,9,True,False
ID0533,jama,H,H,9,True,True
ID0534,jama,H,L,9,True,False
ID0535,medbullets,H,H,9,True,True
ID0539,jama,H,H,9,True,True
ID0541,jama,L,L,9,False,False
ID0543,mmlu,I,I,9,False,False
ID0546,medbullets,L,L,9,False,False
ID0551,jama,H,L,9,True,False
ID0552,jama,H,H,9,True,True
ID0553,jama,L,H,9,False,True
ID0554,mmlu,L,L,9,False,False
ID0555,jama,H,I,9,True,False
ID0559,jama,L,L,9,False,False
ID0561,jama,L,I,9,False,False
ID0564,medbullets,L,L,9,False,False
ID0568,medbullets,H,L,9,True,False
ID0572,medxpert,H,H,9,True,True
ID0575,jama,H,L,9,True,False
ID0576,mmlu,H,L,9,True,False
ID0577,jama,L,L,9,False,False
ID0578,mmlu,H,H,9,True,True
ID0585,medbullets,H,H,9,True,True
ID0586,jama,H,H,9,True,True
ID0589,jama,H,I,9,True,False
ID0590,jama,H,H,9,True,True
ID0591,medxpert,H,I,9,True,False
ID0594,medxpert,L,L,9,False,False
ID0595,medxpert,I,L,9,False,False
ID0596,jama,L,L,9,False,False
ID0599,medbullets,H,H,9,True,True
ID0600,medbullets,I,L,9,False,False
ID0602,jama,I,I,9,False,False
ID0603,jama,I,H,9,False,True
ID0607,mmlu,L,I,9,False,False
ID0609,jama,L,L,9,False,False
ID0613,medbullets,L,L,9,False,False
ID0623,medbullets,L,L,9,False,False
ID0631,jama,L,L,9,False,False
ID0633,jama,L,H,9,False,True
ID0635,jama,H,H,9,True,True
ID0636,jama,H,H,9,True,True
ID0642,jama,I,L,9,False,False
ID0647,jama,H,L,9,True,False
ID0648,jama,L,L,9,False,False
ID0654,mmlu,H,I,9,True,False
ID0656,jama,H,L,9,True,False
ID0659,jama,L,L,9,False,False
ID0661,jama,L,I,9,False,False
ID0662,medbullets,I,H,9,False,True
ID0664,jama,H,H,9,True,True
ID0669,jama,I,L,9,False,False
ID0670,jama,I,I,9,False,False
ID0673,medbullets,L,L,9,False,False
ID0675,jama,H,H,9,True,True
ID0679,medbullets,H,H,9,True,True
ID0683,jama,L,H,9,False,True
ID0691,jama,L,L,9,False,False
ID0692,jama,H,H,9,True,True
ID0693,medbullets,I,I,9,False,False
ID0699,jama,L,H,9,False,True
ID0703,jama,H,H,9,True,True
ID0708,jama,L,L,9,False,False
ID0709,jama,H,L,9,True,False
ID0710,jama,H,H,9,True,True
ID0711,medbullets,L,L,9,False,False
ID0716,jama,L,L,9,False,False
ID0718,jama,H,H,9,True,True
ID0719,jama,H,H,9,True,True
ID0721,jama,L,L,9,False,False
ID0731,jama,L,L,9,False,False
ID0734,jama,H,H,9,True,True
ID0739,jama,I,I,9,False,False
ID0740,jama,L,I,9,False,False
ID0743,jama,H,H,9,True,True
ID0745,jama,L,L,9,False,False
ID0746,jama,L,H,9,False,True
ID0747,jama,L,L,9,False,False
ID0754,jama,H,H,9,True,True
ID0756,jama,I,I,9,False,False
ID0759,medbullets,H,L,9,True,False
ID0761,medxpert,H,H,9,True,True
ID0762,jama,H,H,9,True,True
ID0769,jama,I,I,9,False,False
