Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID1330,"Which of the following should you tell the patient regarding her infant?

A. The infant will neither have hemophilia nor be a carrier

B. The infant has a 50% risk for hemophilia

C. The infant has a 50% risk for being a carrier

D. The infant has a 75% risk for hemophilia",B,mmlu,
ID1993,"Which of the following is the most appropriate initial test to order?

A. abdominal flat plate radiography

B. amylase level

C. complete blood count

D. urine pregnancy test",D,mmlu,
ID0566,"Additional physical examination is most likely to show which of the following?

A. Babinski sign present bilaterally

B. Chvostek sign

C. Deviation of the tongue to the left side

D. A drooping left shoulder",B,mmlu,
ID0576,"Which of the following is the most likely cause of her ""drop attacks?""

A. Adrenal insufficiency

B. Anxiety

C. Atlanto-axial instability

D. Cardiac arrhythmia",C,mmlu,
ID1446,"Which of the following is the most appropriate next step in management?

A. Discharge the patient after she has signed an ""against medical advice"" form

B. Seek a court order to appoint a legal guardian

C. Offer insulin but allow the patient to refuse it

D. Admit to the psychiatric unit",C,mmlu,She reports that she has always been an active person and does not see how her life will be of value anymore
ID0840,"Which of the following is the most likely cause of this patient’s symptoms?

A. Adenovirus

B. Cytomegalovirus

C. Epstein-Barr virus

D. Influenza virus",A,mmlu,
ID0628,"Following initiation of intravenous fluids, which of the following is the most appropriate immediate management?

A. Arrange for transjugular intrahepatic portal vein shunting

B. Begin intravenous vasopressin therapy

C. Do endotracheal intubation

D. Do upper endoscopy",C,mmlu,
ID1180,"This patient most likely ingested which of the following drugs?

A. Diazepam

B. Methamphetamine

C. Oxycodone

D. PCP (phencyclidine)",D,mmlu,
ID1826,"Which of the following is the most appropriate next step?  

A. Recommend behavioral therapy  

B. Recommend psychoanalytic psychotherapy  

C. Recommend that the patient avoid any stressful activities that cause the problem  

D. Review the patient's sexual history",A,mmlu,"She says she is anxious about flying and even slightly ""panicky."" A 24-year-old recent college graduate comes to the office because of a 3-year history of increased frequency of urination and occasional incontinence whenever she travels."
ID1843,"Which of the following is the most appropriate management to recommend at this time?

A. Increased intake of vitamin D

B. A special exercise program

C. Surgical correction

D. No treatment is needed at this time",D,mmlu,
ID1181,"Which of the following is the most appropriate action by the medical student regarding this patient's invitation?

A. He can date her because he was a medical student, not a physician, when he contributed to her care

B. He can date her because she is no longer his patient

C. He can date her, but only after at least 1 year has passed since he treated her

D. He cannot date her because she was once his psychiatric patient",D,mmlu,
ID1445,"Which of the following is the most likely diagnosis?

A. Acute stress disorder

B. Agoraphobia

C. Generalized anxiety disorder

D. Hypothyroidism",A,mmlu,"Leukocyte count is 12,000/mm3 , and serum thyroid-stimulating hormone concentration is 5.0 μU/mL."
ID0953,"Which of the following is the most appropriate next step?

A. Administer an epidural injection of methylprednisolone

B. Order MRI of the lumbosacral spine

C. Order x-rays of the lumbosacral spine

D. Recommend beginning a weight loss program",D,mmlu,
ID1209,"Specific additional history should be obtained regarding which of the following?

A. Color, caliber, and frequency of bowel movements

B. Exposure to sexually transmitted diseases

C. Family history of irritable bowel syndrome

D. Menstrual history",D,mmlu,"Her mother says, ""She is getting almost all A's in school and she is on the track team."" She is 158 cm (5 ft 2 in) tall and weighs 43 kg (95 lb); BMI is 18 kg/m2 ."
ID0039,"The problem is most likely related to which of the following?

A. Fructose intolerance

B. Transient lactase deficiency

C. Magnesium deficiency

D. Regional enteritis",B,mmlu,
ID1590,"In order to follow the correct procedure for treating a minor, which of the following is the most appropriate step prior to evaluating this patient's rectal problem?

A. Accept the girl's consent as sufficient

B. Obtain a court order permitting evaluation

C. Obtain the written consent of at least two licensed physicians

D. Obtain written consent from at least one of her parents",A,mmlu,
ID1818,"This patient is at increased risk for which of the following conditions over the next 24 hours?

A. Acute respiratory distress syndrome

B. Acute tubular necrosis

C. Cerebral edema

D. Cerebral hemorrhage",B,mmlu,
ID1287,"Which of the following physical findings is most indicative of the need for immediate further evaluation?

A. Abdominal striae

B. Expiratory wheezes

C. Midsystolic click

D. Neck stiffness",D,mmlu,"She says, ""I haven't slept in 3 days and I am having trouble focusing at work."" A midsystolic click is heard best at the left sternal border; there are no murmurs or gallops."
ID0618,"This patient is most likely using which of the following defense mechanisms?  
A. Acting out  
B. Displacement  
C. Projection  
D. Reaction formation",A,mmlu,
ID0578,"Which of the following is the most appropriate next step in management?

A. Oral acyclovir therapy

B. Oral doxycycline therapy

C. Intramuscular penicillin therapy

D. Cryotherapy",D,mmlu,
ID1544,"These findings are most consistent with which of the following types of shock?

A. Cardiogenic

B. Distributive

C. Hypovolemic

D. Obstructive",C,mmlu,
ID1583,"The beneficial effect of this drug is most likely due to activation of which of the following?

A. Adenylyl cyclase

B. Ca2+ channels

C. Janus kinase

D. Serine kinase",A,mmlu,A 27-year-old man is admitted to the hospital 45 minutes after being involved in a motor vehicle collision
ID0622,"Which of the following is the most appropriate next step in diagnosis?

A. Measurement of serum proinsulin and insulin antibodies

B. Measurement of serum cortisol and ACTH concentrations

C. Measurement of serum growth hormone and plasma somatomedin-C concentrations

D. Measurement of serum insulin and C-peptide concentrations",D,mmlu,
ID1515,"Which of the following is the most appropriate pharmacotherapy at this time?

A. Carbamazepine

B. Lamotrigine

C. Levetiracetam

D. Topiramate",A,mmlu,
ID0543,"Which of the following is the most likely explanation for the discrepancy between the patient's home fingerstick blood glucose concentrations and his hemoglobin A1c?

A. His daily glucose control is better than recorded

B. His glucometer is reading falsely high and should be replaced

C. His hemoglobin A1c is likely a result of laboratory error and should be repeated

D. His sickle cell disease is affecting his hemoglobin A1c",D,mmlu,The family recently moved to the area
ID0682,"Which of the following is the most appropriate pharmacotherapy to increase this patient's leukocyte count?

A. Darbepoetin

B. Dexamethasone

C. Filgrastim

D. Interferon alfa",C,mmlu,A 55-year-old woman with small cell carcinoma of the lung is admitted to the hospital to undergo chemotherapy
ID0963,"After listening to his requests and weighing your obligations, you should disclose this patient's diagnosis only to which of the following?  

A. His Cocaine Anonymous sponsor  
B. His probation officer  
C. His wife  
D. Insurance company",D,mmlu,
ID1984,"Which of the following is the most likely cause of this patient's breast enlargement?

A. Estradiol-secreting Leydig cell tumor

B. Peutz-Jeghers syndrome

C. Seminiferous tubule dysgenesis (Klinefelter syndrome)

D. Normal development",D,mmlu,
ID0944,"In addition to analgesia, which of the following is the most appropriate next step in management?

A. Bed rest

B. Regular activity

C. X-rays of the spine

D. MRI of the spine",B,mmlu,He has not had any change in bowel movements or urination
ID0113,"Prior to surgery, further evaluation is indicated for which of the following conditions in this patient?

A. Parkinson disease

B. Progressive supranuclear palsy

C. Sarcopenia

D. Systemic sclerosis (scleroderma)",D,mmlu,
ID1261,"Which of the following is the most appropriate next step in evaluation?

A. CT scan of the neck

B. Fine-needle aspiration of the nodule

C. Radionuclide thyroid scan

D. Thyroidectomy",B,mmlu,
ID1187,"Which of the following is the most likely diagnosis?

A. Group B streptococcal sepsis

B. Meconium aspiration syndrome

C. Respiratory distress syndrome

D. Transient tachypnea of newborn",D,mmlu,
ID0634,"If this study had been performed in a population of only 500 patients, which of the following would have been most likely to increase?  

A. Chance of a type I error  

B. Chance of a type II error  

C. Power of the study  

D. Sensitivity of the study",B,mmlu,
ID1059,"The physician may be found liable if

A. the motion barrier was articulated more than 3 times

B. the motion barrier was met with a vectored force from the direction of ease

C. the neck was treated in simultaneous hyperrotation and extension

D. the patient was previously treated for osteoarthritis of the cervical spine",C,mmlu,
ID1258,"Based on these data, which of the following is the relative risk of death from this type of cancer in individuals who take Drug X as compared with individuals who do not take Drug X?

A. Individuals who take Drug X have an equal risk of dying from this type of cancer

B. Individuals who take Drug X have four times the risk of dying from this type of cancer

C. Individuals who take Drug X have three times the risk of dying from this type of cancer

D. Individuals who take Drug X have two times the risk of dying from this type of cancer",D,mmlu,
ID1082,"Which of the following is the most appropriate pharmacotherapy?

A. Nefazodone

B. Nortriptyline

C. Phenelzine

D. Sertraline",B,mmlu,"A 27-year-old woman comes to the physician because of a 3-year history of chronic diarrhea and intermittent, crampy, lower abdominal pain."
ID1989,"Which of the following best describes this study design?  

A. Case-control  

B. Case series  

C. Crossover  

D. Cross-sectional",B,mmlu,
ID1995,"Which of the following types of drugs is the most appropriate pharmacotherapy for this patient?

A. α1-Adrenergic agonist

B. α2-Adrenergic agonist

C. α1-Adrenergic antagonist

D. β2-Adrenergic agonist",D,mmlu,
ID0510,"Which of the following is the most likely diagnosis?

A. Arterial spasm

B. Arteriovenous fistula

C. Deep venous thrombosis

D. Occlusion of the superficial femoral artery",B,mmlu,
ID0209,"The most likely cause of his condition is injury to which of the following tissues?

A. Aortic intima

B. Esophageal sphincter

C. Myocardium

D. Pericardium",D,mmlu,
ID0910,"The most appropriate management includes  

A. injection with a sclerosing agent  

B. needle aspiration  

C. needle biopsy  

D. surgical repair",D,mmlu,
ID1223,"The infectious agent of this patient's condition most likely has which of the following properties?

A. DNA genome

B. Double-stranded nucleic acid genome

C. Mature virion lacking viral polymerase

D. Mediation of cell entry via a fusion protein",D,mmlu,
ID1268,"The most likely reason for this recommendation is that carbamazepine may affect which of the following pharmacokinetic processes?

A. Absorption

B. Distribution

C. Excretion

D. Metabolism",D,mmlu,"As a result, the physician also advises her to increase her intake of vitamin D"
ID1063,"Based on this finding, the progressive tumor growth despite irradiation therapy is most likely to be related to a defect in cell cycle arrest in which of the following phases of the cell cycle?

A. G0

B. G1

C. G2

D. M",B,mmlu,
ID1182,"Which of the following is the most appropriate pharmacotherapy?

A. β-Adrenergic agonist

B. Cholinesterase inhibitor

C. Dopamine agonist

D. Prednisone",B,mmlu,
ID0059,"Which of the following is the most appropriate next step in management?

A. Recommend drinking 8 oz of cranberry juice daily

B. Oral amoxicillin therapy

C. Oral metronidazole therapy

D. Intravenous cefazolin therapy",B,mmlu,
ID1088,"Which of the following is the most appropriate next step in diagnosis?

A. Skeletal survey

B. Echocardiography

C. Bone scan

D. MRI of the shoulder",B,mmlu,
ID0864,"Which of the following is the most appropriate next step in management?

A. Abdominal ultrasonography of the right upper quadrant

B. Upper gastrointestinal series with small bowel follow-through

C. CT scan of the abdomen

D. Endoscopic retrograde cholangiopancreatography",A,mmlu,
ID1331,"After further discussion with the daughter regarding support available at home, which of the following is the most appropriate step?

A. Admit the patient to the hospital

B. Arrange for consultation with a home hospice team

C. Consult with the hospital ethics committee

D. Order a home continuous positive airway pressure machine and instruct the daughter in its use",B,mmlu,"She says, ""No, I want to die at home."" You are visiting an 86-year-old woman in her home at the request of the patient's daughter because of worsening shortness of breath at rest for the past 2 days. During the discussion, the patient said, ""I'd rather die than be intubated again."" You ask the patient if she wishes to return to the hospital. Prior to discharge, the patient and her daughter met with you to review the patient's advance directive. She had a prolonged weaning program from intubation."
ID1622,"Which of the following is the most likely causal organism?

A. Haemophilus influenzae type b

B. Moraxella catarrhalis

C. Staphylococcus aureus

D. Streptococcus pneumoniae",D,mmlu,
ID1163,"This patient's history is most consistent with which of the following?

A. Androgen-producing ovarian tumor

B. Cushing syndrome

C. Hypothyroidism

D. Polycystic ovarian syndrome",D,mmlu,A 19-year-old woman who is a regular patient comes to the office for her annual physical examination and cervical cytology
ID0766,"In addition to thyroid-stimulating hormone and free thyroxine levels, the most appropriate initial method to investigate this lesion is

A. a nuclear thyroid scan

B. an iodine131 scan

C. fine-needle aspiration

D. ultrasonography of the thyroid gland",D,mmlu,
ID0757,"In addition, this patient's clinical presentation is best explained by an infection with which of the following agents?

A. Adenovirus

B. BK virus

C. Epstein-Barr virus

D. Herpes simplex virus",B,mmlu,
ID1460,"If the mass if found to be malignant, it is most appropriate to evaluate which of the following lymph nodes for possible metastasis?

A. Internal iliac

B. Popliteal

C. Sacral

D. Superficial inguinal",D,mmlu,
ID0265,"Which of the following is the best rationale for selecting a comparison group that had chest x-rays?

A. Address confounding

B. Demonstrate causality

C. Minimize ascertainment bias

D. Reduce recall bias",C,mmlu,
ID0307,"Results of which of the following studies are most likely to be abnormal in this patient?

A. HIV antibody study

B. Serum B-type natriuretic peptide concentration

C. Toxicology screening of the urine

D. Urine protein concentration",D,mmlu,
ID1206,"Which of the following is the most appropriate pharmacotherapy at this time?

A. Acyclovir

B. Imiquimod

C. Levofloxacin

D. Metronidazole",B,mmlu,
ID0270,"Which of the following is the most likely underlying cause of the patient's symptoms?

A. Amyotrophic lateral sclerosis

B. Cortical basal ganglionic degeneration

C. Neurosyphilis

D. Vascular dementia",D,mmlu,"The daughter says, ""I visited Mom today for the first time in 6 months; her memory has worsened, her bills are unpaid, and her house is unusually messy."" She recalls 0 of 3 words at 5 minutes, and she is unable to name 2 objects, correctly draw interlocking pentagons, or count backwards by serial sevens"
ID1996,"The most likely etiologic organism is

A. Clostridium perfringens

B. Haemophilus influenzae

C. rhinovirus

D. Streptococcus pneumoniae",D,mmlu,
ID0665,"Where does the sympathetic innervation for the viscera involved in this patient's condition originate?

A. C1-C2

B. T1-T4

C. T7-L2

D. L3-L5",C,mmlu,
ID1240,"Which of the following best describes the pathogenesis of this patient's disease?

A. Inactivation of cellular p53

B. Insertion of viral promotors adjacent to cellular growth factor genes

C. Specialized transduction

D. Transactivation of cellular growth factor genes by TAX",A,mmlu,
ID1239,"Which of the following is the most likely explanation for these findings?

A. Aortic valve insufficiency

B. Aortic valve stenosis

C. Mitral valve insufficiency

D. Mitral valve stenosis",D,mmlu,
ID1908,"Which of the following is the most likely underlying cause of the patient's respiratory insufficiency?

A. Airway occlusion

B. Encephalitis

C. Medication-induced suppression of central respiratory drive

D. Meningitis",C,mmlu,"The patient was at home at the time of the seizure. Within 2 minutes, her oxygen saturation drops to 75% and she appears cyanotic"
ID0909,"Which of the following is the most appropriate pharmacotherapy?

A. Ceftriaxone

B. Clindamycin

C. Erythromycin

D. Metronidazole",A,mmlu,
ID0712,"Treatment with a β-adrenergic blocking agent is most likely to improve his symptoms due to which of the following mechanisms?

A. Decreasing myocardial contractility

B. Dilating the coronary arteries

C. Peripheral vasodilation

D. Preventing fibrin and platelet plugs",A,mmlu,
ID1272,"Which of the following is the most likely cause of the patient's worsening tremor?

A. Adverse effect of fluoxetine therapy

B. Bereavement reaction

C. Early Parkinson disease

D. Increase in alcohol consumption",A,mmlu,
ID1849,"This patient should be given antimicrobial chemotherapy to provide treatment for

A. Candida albicans and Chlamydia trachomatis

B. Chlamydia trachomatis and Neisseria gonorrhoeae

C. Chlamydia trachomatis and Treponema pallidum

D. Gardnerella vaginalis and Mobiluncus species",B,mmlu,
ID0313,"Which of the following is the most appropriate management of this patient's insomnia?

A. Advise the patient to discontinue his bedtime drink of alcohol

B. Advise the patient to read and snack in bed to relax

C. Prescribe a vigorous pre-bedtime exercise regimen

D. Prescribe sertraline",A,mmlu,
ID0237,"Which of the following is the most appropriate next step in management?

A. Exercise and weight reduction program

B. Measurement of urine catecholamine concentrations

C. Measurement of urine corticosteroid concentrations

D. Captopril therapy",A,mmlu,
ID1862,"Which of the following is the most appropriate next step in management?

A. Nuclear scan of the right knee

B. MRI of the right knee

C. Antibiotic therapy

D. Arthrocentesis",D,mmlu,
ID0653,"Which of the following is the most appropriate next step in management?

A. Increase the dosage of corticosteroids

B. Increase the dosage of cyclosporine

C. Begin amphotericin therapy

D. Begin ganciclovir therapy",D,mmlu,"Three months ago, he underwent cadaveric renal transplantation resulting in immediate kidney function. His leukocyte count is 2700/mm3 , and serum creatinine concentration is 1.6 mg/dL; serum cyclosporine concentration is in the therapeutic range"
ID0851,"Which of the following is the most appropriate next step in management?

A. CT scan of the chest

B. Intubation and mechanical ventilation

C. Peritoneal lavage

D. Left tube thoracostomy",D,mmlu,Breath sounds are normal on the right and decreased on the left.
ID1725,"Which of the following is the most likely cause of the findings in this patient?

A. Chronic mitral regurgitation secondary to rheumatic heart disease

B. Coarctation of the aorta

C. Congenital aortic stenosis

D. Mitral stenosis complicated by atrial fibrillation",D,mmlu,
ID0027,"Which of the following is the most likely diagnosis?

A. Cluster headache

B. Meningitis

C. Migraine

D. Subarachnoid hemorrhage",D,mmlu,A 47-year-old man comes to the physician 12 hours after the sudden onset of a severe occipital headache and stiff neck.
ID0429,"Which of the following best describes the single nucleotide change in the patient and her mother?

A. It is a disease-causing mutation in the patient and her mother

B. It is a polymorphism

C. It is a sequence variant of unknown significance

D. It will change the folding of the protein",B,mmlu,
ID1586,"In addition to prescribing pyrimethamine and sulfadiazine therapy, which of the following is the most appropriate next step in management?

A. Prescribe fluoxetine

B. Prescribe methylphenidate

C. Prescribe risperidone

D. Refer the patient to a child psychiatrist",D,mmlu,"Height, weight, and BMI are at the 50th percentile. He has said his head hurts three or four times during the past 2 weeks"
ID0190,"Which of the following tests is most likely to establish the underlying cause of this couple's infertility?

A. Karyotype from peripheral leukocytes

B. Serum estrogen and testosterone concentrations

C. Serum follicle-stimulating hormone and luteinizing hormone concentrations

D. Serum prolactin concentration",A,mmlu,The wife's gynecologist has reported that her anatomic and physiologic evaluation disclosed no abnormalities and that assessment of potential male factors is needed
ID0428,"What is the most appropriate initial step in this patient's management?

A. prescription for a proton pump inhibitor and a prokinetic agent

B. prescription for an H2-blocker trial for 6 weeks

C. prescription for clotrimazole troches

D. referral for an upper endoscopy with biopsy",D,mmlu,A 40-year-old male presents to the office with symptoms of odynophagia and gastroesophageal reflux
ID0122,"The presence of which of the following mechanisms is most likely to increase this patient's blood pressure further?

A. Decreased cardiac output

B. Decreased pulse

C. Decreased stroke volume

D. Increased peripheral vascular resistance",D,mmlu,
ID0652,"Which of the following areas of the brain was most likely stimulated at that time?

A. Amygdala

B. Hippocampus

C. Mammillary body

D. Prefrontal cortex",A,mmlu,The operation was successful.
ID1277,"Which of the following is the most likely mechanism for these findings?

A. Developmental arrest of maturation of B lymphocytes

B. Dysmorphogenesis of the third and fourth pharyngeal pouches

C. Impaired chemotaxis

D. Impaired phagocytic oxidative metabolism",D,mmlu,
ID1662,"The most effective antibiotic for this patient’s disorder will interfere with which of the following cellular processes or enzymes?

A. DNA helicase

B. Glucuronosyltransferase

C. Proteasomal degradation

D. Ribosomal assembly",D,mmlu,Physical examination shows generalized scattered black maculae.
ID1425,"Which of the following antibiotic therapies is most appropriate for this patient?

A. Amoxicillin

B. Ciprofloxacin

C. Clarithromycin

D. Clindamycin",D,mmlu,
ID0360,"In addition to antibiotic therapy, which of the following is the most appropriate management?

A. Incision and drainage

B. Intravenous methylprednisolone therapy

C. Oral nystatin therapy

D. Salt water gargle",A,mmlu,
ID0220,"The most likely cause of these findings is a fracture affecting which of the following locations?

A. Foramen lacerum

B. Foramen ovale

C. Foramen rotundum

D. Foramen spinosum",B,mmlu,
ID1524,"Which of the following is the most appropriate pharmacotherapy?

A. Acyclovir

B. Fluconazole

C. Nystatin

D. Valacyclovir",C,mmlu,
ID1355,"In addition to the teres minor, inflammation of which of the following tendons is most likely in this patient?  

A. Infraspinatus  

B. Pectoralis  

C. Subscapularis  

D. Supraspinatus",A,mmlu,A 45-year-old man comes to the physician because of right shoulder pain that began after he chopped wood 2 days ago
ID1302,"Which of the following is the most appropriate next step in diagnosis?

A. CT scan of the abdomen

B. CT scan of the chest

C. Bronchoscopy

D. Bone marrow aspiration",D,mmlu,
ID0695,"Which of the following is the most appropriate intervention for this patient at this time?

A. Administer the meningococcal vaccine

B. Prescribe doxycycline

C. Prescribe penicillin

D. Prescribe rifampin",D,mmlu,
ID0911,"Which of the following is the most appropriate management?

A. Chest x-ray

B. Fexofenadine therapy

C. Increased use of the albuterol inhaler

D. Initiation of a daily corticosteroid inhaler",D,mmlu,
ID1798,"In addition to beginning antibiotic therapy, which of the following is the most appropriate next step?

A. Incision and drainage

B. Psychiatric consultation

C. Topical silver sulfadiazine

D. Transfer to a burn center",A,mmlu,
ID0184,"Which of the following is the most likely diagnosis?

A. Antisocial personality disorder

B. Attention-deficit/hyperactivity disorder

C. Bipolar disorder

D. Borderline personality disorder",C,mmlu,
ID0409,"Which of the following is most likely to confirm the diagnosis?

A. Measurement of serum troponin I concentration

B. ECG

C. Exercise stress test

D. Echocardiography",D,mmlu,
ID1596,"Damage to which of the following structures is most likely responsible for these findings?

A. Epigastric artery

B. Liver

C. Middle colic artery

D. Spleen",D,mmlu,Reported operative blood loss was 200 mL
ID1479,"Which of the following best explains this patient's clinical phenotype?

A. Only one G551D allele is needed in CFTR

B. The patient is a CFTR obligate carrier

C. The patient's CFTR mutation is unrelated to her clinical phenotype

D. The second CFTR mutation was not detected by the testing obtained",D,mmlu,
ID1426,"Which of the following is the most likely explanation for this patient's symptoms?

A. Amphetamine intoxication

B. Bacterial meningitis

C. Delirium tremens

D. Neuroleptic malignant syndrome",D,mmlu,
ID0773,"Which of the following regimens for prophylaxis of deep venous thrombosis will likely be most beneficial in this patient?

A. Continuous application of bilateral lower extremity pneumatic compression devices

B. Continuous intravenous infusion of heparin titrated to a PTT of 1.5 to 2.0 times the control value

C. Oral warfarin

D. Subcutaneous enoxaparin",D,mmlu,
ID0789,"Which of the following is the most likely diagnosis?

A. Chronic lymphocytic thyroiditis (Hashimoto disease)

B. Defect in thyroxine (T4) biosynthesis

C. Graves disease

D. Multinodular goiter",A,mmlu,
ID1421,"Which of the following is the most appropriate next step?

A. Attempt to identify the father's physician and work with that physician to obtain chromosome studies on the father

B. Contact the father by telephone and arrange for him to give a blood sample at a local hospital

C. Document your attempts to work with the mother but proceed no further, since you have no physician-patient relationship with the father

D. Help the mother deal with her anger and educate her regarding the potential benefit to her son and others if the father's chromosome studies are done",D,mmlu,
ID1474,"The expected beneficial effect of this drug is most likely due to which of the following actions?

A. Decreased insulin-like growth factor-1 concentration

B. Decreased osteoclast activity

C. Decreased osteoprotegerin production

D. Increased 1,25-dihydroxycholecalciferol concentration",B,mmlu,
ID0154,"Which of the following is the most appropriate next step?

A. Administer intravenous antibiotics

B. Await contact with the caregiver before proceeding with management

C. Obtain CT scan of the head

D. Obtain echocardiography",A,mmlu,
ID0129,"Which of the following initial actions by the physician is most appropriate?  

A. Reassure the patient that her chance of becoming addicted to narcotics is minuscule  

B. Maintain the morphine, but periodically administer intravenous naloxone  

C. Switch the patient to oral acetaminophen as soon as she can take medication orally  

D. Switch the patient to intramuscular lorazepam",A,mmlu,
ID0117,"Which of the following is the most likely diagnosis?

A. Hypomagnesemia

B. Hypoparathyroidism

C. Osteomalacia

D. Vitamin D deficiency",D,mmlu,
ID0542,"In considering longterm treatment options for this patient, which of the following is the most appropriate factor to consider?

A. Her eligibility to receive Medicare

B. Her history of an abdominal operation

C. Her history of arthritis

D. Her suitability for home dialysis",D,mmlu,She underwent a tonsillectomy at age 9 years and a laparoscopic cholecystectomy at age 68 years
ID1044,"The most likely diagnosis is

A. acute lymphocytic leukemia

B. acute myelogenous leukemia

C. chronic lymphocytic leukemia

D. chronic myelogenous leukemia",C,mmlu,
ID1873,"Which of the following is the most appropriate next step in management?

A. Administration of intravenous metronidazole

B. Administration of intravenous penicillin G

C. Ultrasound-guided needle aspiration of the mass

D. Incision and drainage",D,mmlu,
ID0884,"Which of the following is the most appropriate pharmacotherapy for this patient?

A. Azathioprine

B. Infliximab

C. Lubiprostone

D. Mesalamine",C,mmlu,
ID0617,"Which of the following is the most appropriate course of action?

A. Determine the serum IgE concentration

B. Determine the total eosinophil count

C. Refer her to an allergist

D. Treat the symptoms",D,mmlu,
ID0998,"What Would You Do Next?  

A: Perform an orbital biopsy  
B: Order a computed tomographic scan of the orbits  
C: Obtain a consultation from the retina service  
D: Perform emergency canthotomy and cantholysis to decompress the orbits",B,jama,
ID0098,"His neurologic findings are most likely due to a lesion involving which of the following?

A. Muscle membrane

B. Parasympathetic nervous system

C. Peripheral nerve

D. Presynaptic neuromuscular junction",D,mmlu,
ID1064,"Which of the following is the most likely explanation for these findings?

A. Epithelial tissue proliferation

B. Lingual papillae loss

C. Middle ear effusion

D. Midface hypoplasia",A,mmlu,His vital signs are within normal limits.
ID1507,"The most likely cause of this patient's presenting complaint is

A. breast cancer

B. fibrocystic disease

C. mammary duct ectasia

D. pituitary adenoma",C,mmlu,
ID1467,"It is most appropriate to obtain additional history regarding which of the following?

A. Fever and chills

B. Mood symptoms

C. School performance

D. Sexual activity",D,mmlu,
ID0024,"Which of the following proteins or enzymes regulate the progression of cells into this phase of this patient's menstrual cycle?

A. AMP-dependent kinases

B. Cyclin-dependent kinases

C. Hexokinases

D. Lipid kinases",B,mmlu,
ID0217,"Deposition of which of the following substances is the most likely cause of these findings?

A. Ammonium urate

B. Calcium oxalate

C. Calcium pyrophosphate

D. Calcium urate",C,mmlu,
ID1972,"Which of the following is the most likely cause of these findings?

A. Adverse effect of medication

B. Alcohol withdrawal

C. Fat emboli

D. Sepsis",B,mmlu,He has mild hypertension
ID0406,"Which of the following is the most appropriate initial step in treatment?

A. Donepezil therapy

B. Ferrous sulfate therapy

C. Ginkgo biloba extract therapy

D. Paroxetine therapy",D,mmlu,Physical examination shows no abnormalities
ID1827,"After admitting the patient to the hospital, which of the following is the most appropriate management?

A. Administration of ipecac to induce vomiting and expectoration of the nail

B. Observation to allow passage of the nail via normal peristalsis

C. Open laparotomy and removal of the nail through a gastrotomy incision

D. Removal of the nail through endoscopic esophagogastroscopy",D,mmlu,His only current medication is haloperidol. Vital signs are normal
ID1774,"The most appropriate immediate treatment is a drug with which of the following mechanisms of action?

A. Increases cAMP concentration

B. Increases nitric oxide concentration

C. Inhibits potassium flux

D. Inhibits sodium flux",B,mmlu,
ID1981,"What Would You Do Next?

A: Bilateral Descemet stripping endothelial keratoplasty  
B: Corneal topography  
C: Observe  
D: Discontinue treatment with amantadine",D,jama,
ID0660,"What Is Your Diagnosis?

A: Postinfectious/autoimmune chorea  
B: Paraneoplastic chorea  
C: Diabetic striatopathy  
D: Acute stroke",C,jama,
ID1247,"What Would You Do Next?  
A: Refer to an oncologist for metastatic workup  
B: Biopsy the conjunctival and corneal lesion  
C: Perform cryotherapy over the lesion  
D: Start oral doxycycline",B,jama,.
ID0449,"What Would You Do Next?

A: Prescribe topical moxifloxacin and consult an infectious diseases specialist  
B: Perform another vitreous tap and intravitreal vancomycin injection  
C: Perform intraocular lens explantation, capsulectomy, and intravitreal vancomycin injection  
D: Inject intravitreal vancomycin and administer systemic vancomycin and prednisone",C,jama,
ID1015,"What Is Your Diagnosis?

A: Disseminated tuberculosis  
B: Paraneoplastic pyoderma gangrenosum  
C: Disseminated nocardiosis  
D: Granulomatosis with polyangiitis",D,jama,
ID0683,"What Is Your Diagnosis?

A: Malignant melanoma  
B: Verruca vulgaris  
C: Angiokeratoma circumscriptum  
D: Verrucous hemangioma",D,jama,.
ID1575,"What Would You Do Next?  
A: Prescribe phototropic variofocal glasses  
B: Start pilocarpine eyedrops  
C: Obtain blood sample to investigate for autoimmune autonomic ganglionopathy  
D: Recommend genetic testing",C,jama,
ID0494,"What Is Your Diagnosis?

A: Neurofibroma  
B: Anetoderma  
C: Dermatofibrosarcoma protuberans, atrophic variant  
D: Medallionlike dermal dendrocyte hamartoma",C,jama,. Both lesions exhibited the buttonhole sign on palpation
ID0904,"What Would You Do Next?

A: Biopsy the lesions  
B: Prescribe oral valacyclovir  
C: Prescribe topical cantharadin  
D: Recommend a gluten-free diet",A,jama,
ID0859,"What Would You Do Next?

A: Order barium esophagram  
B: Perform esophageal high-resolution manometry (HRM)  
C: Prescribe omeprazole (40 mg twice daily)  
D: Refer for surgical fundoplication",C,jama,
ID1928,"What Would You Do Next?

A: Check for anti–double-stranded DNA and anti-Smith antibodies  
B: Schedule bilateral hand radiographs  
C: Order serologic testing for parvovirus  
D: Order testing for anticyclic citrullinated peptide (CCP) antibody",C,jama,"She noted pain and swelling in her right knee, which migrated to the right ankle and then affected the metacarpophalangeal (MCP) and proximal interphalangeal (PIP) joints of her fingers. Manifestations in all of the family members resolved spontaneously within 1 week.On examination, the patient was afebrile with normal vital signs. Eight days ago, her 25-year-old daughter developed headaches, malaise, and significant arthralgias affecting her wrists and knees but no rash or fever"
