Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID1875,"What Would You Do Next?  
A: Perform a biopsy  
B: Order repeat liver function tests  
C: Empirically treat with a topical steroid  
D: Advise the patient to discontinue the nutritional supplement",D,jama,"Results of laboratory tests, including measurement of aspartate aminotransferase, alanine aminotransferase, hemoglobin A1c, and total and direct bilirubin levels, ratio of blood urea nitrogen to creatinine, as well as fasting lipid profile and thyroid function tests, were normal.Yellowish orange pigmentation of the patient’s palms and soles, as compared with a nonpigmented palm in the center.Advise the patient to discontinue the nutritional supplement This supplement contained 1.8 mg of beta carotene per tablet, and she had been taking 2 tablets daily for the past 6 months She was previously healthy, did not consume alcohol, and had no personal or family history of liver disease."
ID0041,"What Would You Do Next?

A: Perform rapid plasma reagin and confirmatory fluorescent treponemal antibody absorption testing  
B: Start oral corticosteroids  
C: Perform intravitreous tap and antiviral injection  
D: Observe",A,jama,"His social history was significant for multiple male and female sexual partners.On examination, his visual acuity was counting fingers OD and 20/70 OS Inset, Optical coherence tomography of both eyes revealed extensive disruption of the ellipsoid and interdigitation zones, hyperreflective nodules overlying a hyperreflective retinal pigment epithelium, and punctate hyperreflectivity of the choroid.Perform rapid plasma reagin and confirmatory fluorescent treponemal antibody absorption testing Pupils were reactive, extraocular motility was full, and intraocular pressure was 21 mm Hg OU."
ID0400,"What Is Your Diagnosis?

A: Reye syndrome  
B: Urea cycle disorder  
C: Fatty acid oxidation disorder  
D: Organic acidemia",B,jama,"Two years prior, he was hospitalized with coma with no identifiable precipitant and an extensive workup done at that time only revealed an elevated ammonia level of 233 µg/dL (to convert to µmol/L, multiply by 0.714); etiology remained unclear but he improved with lactulose Ammonia levels progressively increased to 1120.5 µg/dL, requiring hemodialysis and sodium phenylbutyrate, which did not lead to significant clinical improvement He was found to have hyperammonemia to 239.5 µg/dL and respiratory alkalosis (pH level, 7.482; partial pressure of carbon dioxide, 27.3 mm Hg, and partial pressure of oxygen, 109 mm Hg [to convert to kPa, multiply by 0.133]; and bicarbonate, 20.2 mEq/L [to convert to mmol/L, multiply by 1]) Within a few hours of transfer, his ammonia level peaked to 1960 µg/dL and he lost all brainstem activity due to diffuse cerebral edema (Figure 1B).A, Electroencephalography (EEG) showing diffuse polyspike complexes consistent with myoclonic seizures Continuous venovenous filtration hemodialysis and carnitine treatment were started because of concern for inborn errors of metabolism."
ID0962,"What Would You Do Next?

A: Administer all-trans retinoic acid (ATRA) after consulting a hematologist  
B: Administer cytarabine and daunorubicin chemotherapy after consulting a hematologist  
C: Perform a bone marrow biopsy  
D: Place a central venous catheter in preparation for replacing blood products",A,jama,"Laboratory evaluation showed a white blood cell count of 2.4 × 103/µL, with 13% neutrophils, 32% lymphocytes, 1% monocytes, 0% eosinophils, 0% basophils, and 54% blasts A peripheral blood smear was obtained (Figure).Administer all-trans retinoic acid (ATRA) after consulting a hematologistAdminister cytarabine and daunorubicin chemotherapy after consulting a hematologistPlace a central venous catheter in preparation for replacing blood products Hemoglobin level was 10.3 g/dL, and platelet count was 20 × 103/µL Physical examination revealed multiple ecchymoses on the extremities and abdomen but was otherwise unremarkable."
ID1068,"What Is Your Diagnosis?

A: Kaposi sarcoma  
B: Diffuse large B-cell lymphoma  
C: Burkitt lymphoma  
D: Leukemia cutis",C,jama,"While being evaluated for the cutaneous lesions, the patient was diagnosed with AIDS and began antiretroviral therapy.On examination, 6 erythematous, firm, subcutaneous nodules were present on the left side of the chest, abdomen, and left upper limb, varying in size from 2 × 2 cm to 4 × 4 cm (Figure, A) The patient’s CD4 cell count was 141/μL (to convert to ×109/L, multiply by 0.001), and his HIV load was 504 473 copies/mL A skin biopsy sample was obtained from the plaque and sent for histopathologic examination (Figure, B and C).A, Multiple erythematous indurated plaques and nodules confined to the left side of the chest and abdomen with axillary lymphadenopathy and upper limb edema Left axillary lymph nodes were grossly enlarged, firm, nontender, and nonmatted, with the largest lymph node measuring 6 × 4 cm B, Skin biopsy sample showing infiltration with lymphoid cells and few histiocytes in the subcutaneous tissue (hematoxylin-eosin, original magnification ×400)."
ID0332,"What Would You Do Next?

A: Schedule an electroretinogram  
B: Perform corneal cultures  
C: Start topical steroids and cyclosporine A eyedrops  
D: Observe",C,jama,The ophthalmoscopic examination was unremarkable.RetCam photograph demonstrating punctate keratitis in the epithelial and subepithelial layers of the cornea Axial lengths by echography were 23.7 mm OD and 23.9 mm OS .
ID1663,"What Would You Do Next?

A: Prescribe prednisone  
B: Evaluate for systemic vasculitis  
C: Prescribe a topical glucocorticoid  
D: Provide reassurance and observe patient",B,jama,"Inset, Photomicrograph from first skin punch biopsy (hematoxylin-eosin, original magnification ×200)."
ID1956,"What Would You Do Next?

A: Observe and perform another MRI in 6 months  
B: Empirically treat with an antiparasitic agent  
C: Perform a biopsy of the mass  
D: Perform whole-body positron emission tomography",C,jama,"Magnetic resonance imaging (MRI) revealed a superonasal orbital mass that was T1 isointense to brain parenchyma and heterogeneously T2 hyperintense (Figure 1A), with a small cystic component and avid peripheral contrast enhancement (Figure 1B)."
ID0894,"What Would You Do Next?

A: Liver function tests  
B: Assess serum vitamin B12 and folate levels  
C: Treatment with disulfiram  
D: Magnetic resonance imaging of the brain",B,jama,"He smoked 1.5 packs of cigarettes per day for the past 30 years and had a history of substantial alcohol use, drinking 2 to 3 L of wine per day ."
ID1450,"What Is Your Diagnosis?

A: Gastrointestinal stromal tumor  
B: Esophageal carcinoma  
C: Inclusion cyst  
D: Bronchogenic cyst",C,jama,"Computed tomography demonstrated a 2.5-cm low-attenuation ovoid lesion at the gastroesophageal junction (Figure 1A) Ultrasonography of the liver, gallbladder, and pancreas revealed no abnormalities.Diagnostic imaging for the patient."
ID0636,"What Would You Do Next?  
A: Order indocyanine green angiography  
B: Refer to neurology department  
C: Search for nematodes under a high-magnification fundus contact lens examination  
D: Begin treatment with high-dose corticosteroids",C,jama,"Disrupted ellipsoid zone at the fovea was noted on optical coherence tomography (red arrowheads) (B).Search for nematodes under a high-magnification fundus contact lens examination At a subsequent visit, 2 small glistening lesions in the retina were identified, and optical coherence tomography (OCT) showed an attenuated ellipsoid zone at a position nasal to the fovea (Figure 1).Fundus photography shows 2 small glistening lesions (white arrowheads) (A) Contrast-enhanced magnetic resonance imaging of the brain and orbit revealed no enhancement of the optic nerves."
ID0352,"What Would You Do Next?

A: Perform percutaneous biopsy of the mass  
B: Excise the mass  
C: Order breast magnetic resonance imaging (MRI)  
D: Send hormonal evaluation for gynecomastia",A,jama,"At the 2-o’clock position of the left breast, 3 cm from the nipple, there was a 3.5 × 3.0–cm firm mass He underwent a bilateral diagnostic mammogram, which showed a partially obscured mass in the left upper outer quadrant with linear extension to the nipple (Figure, left panel)."
ID1831,"What Would You Do Next

A: Check serum bullous pemphigoid antibody titers  
B: Discontinue lisinopril  
C: Measure levels of urine and serum porphyrins  
D: Swab lesions and send for polymerase chain reaction testing for coxsackievirus (ie, hand-foot-mouth disease)",C,jama,"He denied pruritus, trauma, or contact with allergens or irritants."
ID1865,"What Would You Do Next?

A: Start pilocarpine eyedrops  
B: Test the aqueous fluid for Human herpesvirus 1  
C: Obtain specular microscopy  
D: Recommend genetic testing",C,jama,There were no visual field defects.Slitlamp photography showed the right eye had mild corectopia and iridocorneal touch nasally.Test the aqueous fluid for Human herpesvirus 1 The left eye was normal.
ID1525,"What Would You Do Next?  
A: Obtain a family medical history and genetic testing  
B: Recommend pars plana vitrectomy with epiretinal membrane peel  
C: Observe the lesions  
D: Give an intravitreal ocriplasmin injection",A,jama,"There was an increase in retinal thickness and loss of the foveal contour in both eyes (Figure).Optical coherence tomography of the right eye (A) showing an atypical epiretinal membrane with anterior projection into the vitreous and hazy borders and the left eye (B) showing a similar epiretinal membrane with mild anterior projection and hazy borders.Obtain a family medical history and genetic testingRecommend pars plana vitrectomy with epiretinal membrane peel The patient was performing well in school.On examination, her best-corrected visual acuity was 20/40 OD and 20/40 OS, which was stable from previous visits Findings on slitlamp examination of the anterior segment were unremarkable."
ID1530,"What Would You Do Next?

A: Control the systemic blood pressure and workup underlying possible cause of the hypertension  
B: Perform blood tests for neuroretinitis  
C: Perform magnetic resonance imaging and magnetic resonance venogram of the brain and orbits, then perform lumbar puncture  
D: All of the above",D,jama,"He reported owning cats.On presentation, the patient’s blood pressure was 210/150 mm Hg, and he had a history of acute kidney failure and non–ST-elevation myocardial infarction B, Fluorescein angiogram of the right eye in the early venous phase shows blockage from flame hemorrhages, peripapillary microaneurysms, leakage from optic disc capillaries, and absence of vascular leakage at arcades.Control the systemic blood pressure and workup underlying possible cause of the hypertensionPerform magnetic resonance imaging and magnetic resonance venogram of the brain and orbits, then perform lumbar puncture Results of Humphrey visual field testing were reliable and showed bilateral concentric constriction and enlarged blind spots.Grade 5 optic nerve head edema A, Fundus photograph of the right eye shows Frisen grade 5 optic disc edema, flame hemorrhages, and peripapillary exudation into the macula."
ID1387,"What Would You Do Next?  
A: Start intravenous acyclovir  
B: Start intravenous thrombolysis  
C: Start parenteral thiamine  
D: Start systemic corticosteroids",C,jama,"This modal can be closed by pressing the Escape key or activating the close button.Axial fluid-attenuated inversion recovery magnetic resonance imaging of the brain showing bilateral medial thalamic hyperintensity Escape will cancel and close the window.This is a modal window Magnetic resonance imaging (MRI) of the brain showed abnormal signals of both medial thalami (Figure).Beginning of dialog window On evaluation, the patient was alert and interactive, afebrile, and had no neck rigidity."
ID1401,"What Would You Do Next?

A: Perform dilated ophthalmic examination  
B: Order molecular genetic testing  
C: Inquire about history of frequent infections and abnormal bleeding  
D: Counsel to avoid sun exposure",C,jama,This modal can be closed by pressing the Escape key or activating the close button.Inquire about history of frequent infections and abnormal bleeding Escape will cancel and close the window.This is a modal window.
ID0236,"What Would You Do Next?

A: Perform a biopsy of the mass  
B: Order a repeat CT scan in 3-6 months  
C: Request a surgical consult for adrenalectomy  
D: Perform adrenal magnetic resonance imaging",C,jama,"A positron emission tomography (PET)/CT scan using 18F-fluorodeoxyglucose (18F-FDG) was performed for further tumor characterization (Figure).Order a repeat CT scan in 3-6 months Further biochemical evaluation revealed normal levels of plasma and urinary cortisol, serum aldosterone and 17-hydroxyprogesterone, and urinary metanephrines."
ID1762,"What Would You Do Next?

A: Begin treatment with calcium channel blockers for migraine prevention  
B: Perform cerebral angiography  
C: Begin treatment with tissue plasminogen activator  
D: Observation",B,jama,"Magnetic resonance imaging of the brain performed the same day revealed subacute infarction of portions of the left occipital, temporal, and parietal lobes (Figure).Magnetic resonance image of the brain demonstrating subacute infarction of portions of the left occipital, temporal, and parietal lobes.Begin treatment with calcium channel blockers for migraine prevention At her examination, she reported feeling tired but denied other medical problems.On examination, her visual acuity was 20/20 OU There was no afferent pupillary defect, and dilated fundus examination revealed healthy-appearing optic nerves and normal retinas."
ID0552,"What Would You Do Next?

A: Initiate an oral corticosteroid plus intravitreal anti–vascular endothelial growth factor therapy  
B: Administer topical interferon 4 times a day for 3 months  
C: Complete serum immunoglobulin level tests, DNA molecular analysis, and bone marrow biopsy  
D: Begin systemic intravenous rituximab",C,jama,"Incisional biopsy of the epibulbar lesion revealed sheetlike infiltration of small monomorphic lymphocytes with irregular nuclear contours and Dutcher bodies.Initiate an oral corticosteroid plus intravitreal anti–vascular endothelial growth factor therapyAdminister topical interferon 4 times a day for 3 monthsComplete serum immunoglobulin level tests, DNA molecular analysis, and bone marrow biopsy B, Optical coherence tomography showed generalized undulating choroidal thickening in a so-called seasick pattern.A relook at the anterior segment in the left eye revealed a faint conjunctival thickening at the limbus suggestive of lymphoid tumor Ocular ultrasonography revealed diffuse ciliochoroidal thickening measuring 2.9 mm in elevation Optical coherence tomography disclosed generalized, undulating choroidal infiltration in a seasick pattern, so to speak, given its resemblance to a stormy ocean surface, with overlying draping of the retina in the foveal region (Figure 1B).A, A healthy man in his 60s with decreased visual acuity in the left eye was found to have multiple patchy, yellow choroidal foci with loss of the choroidal vascular detail throughout the entire fundus A healthy man in his 60s presented with a 4-month history of blurred vision in his left eye."
ID0490,"What Is Your Diagnosis?

A: Cardioembolic stroke from atrial fibrillation  
B: Atrioesophageal fistula  
C: Patent foramen ovale and paradoxical embolus  
D: Bacterial endocarditis",B,jama,"C, Sagittal computed tomography imaging of the chest with contrast.Transesophageal echocardiogram (TEE) showed no vegetation A second magnetic resonance image revealed worsening in both hemispheres with perivenular and leptomeningeal enhancement, areas of cortical diffusion restriction not typical of ischemic injury, and significant T2 changes (Figure 1A).A, Magnetic resonance imaging findings."
ID1802,"What Is Your Diagnosis?

A: Cytomegalovirus infection  
B: Lymphomatous polyposis  
C: Idelalisib-induced colitis  
D: Ischemic colitis",C,jama,Results of a stool Clostridium difficile toxin assay were negative.
ID0149,"What Would You Do Next?

A: Treat with cryotherapy  
B: Perform immunohistochemical analysis on the biopsy specimen  
C: Perform tissue culture for bacterial and fungal organisms  
D: Provide reassurance",B,jama,"Right, Histopathologic findings under low-power magnification (hematoxylin-eosin, original magnification ×20).Perform tissue culture for bacterial and fungal organisms Her medical history was significant for streptococcal glomerulonephritis and 2 prior kidney transplants."
ID1266,"What Would You Do Next?

A: Administer high-dose corticosteroids  
B: Repeat the magnetic resonance imaging of the brain  
C: Repeat the whole-body positron emission tomography scan  
D: Repeat the testing for angiotensin-converting enzyme in serum and cerebrospinal fluid",C,jama,"She remained clinically stable for 4 years and returned with similar symptoms.Repeat the magnetic resonance imaging of the brainRepeat the testing for angiotensin-converting enzyme in serum and cerebrospinal fluid B, Leptomeningeal thickening over the convexities of anterior frontal lobes was also evident.Clinically, she initially responded to corticosteroids A, Thickening and enlargement of both optic nerves (with greater intensity in the right eye than the left eye) A dilated fundus examination demonstrated a pale right optic nerve."
ID1966,"What Would You Do Next?

A: Surgery  
B: Observation  
C: Laboratory workup for uveitis  
D: Topical and systemic corticosteroid treatment",A,jama,"Ultrasonography B scan revealed a highly reflective material causing posterior shadowing at the 5 o’clock position.A, Cataract with overlying pigment (yellow arrowhead) There were multiple hypofluorescent dots throughout the retina and an appearance of segmentation of the vessels with slightly decreased venous filling and late staining."
ID1638,"What Is Your Diagnosis?

A: Paraneoplastic cerebellar ataxia  
B: Adult-onset cerebellar ataxia, areflexia, pes cavus, optic atrophy, and sensorineural hearing loss syndrome  
C: Wernicke encephalopathy  
D: Creutzfeldt-Jakob disease",D,jama,"Repeated MRI was unremarkable (Figure 1).Magnetic resonance imaging of the brain demonstrates (A) no pontine or cerebellar atrophy and no cortical ribbon sign, ie, high signal intensity of the cerebral cortex, on (B) fluid-attenuated inversion recovery, or (C) diffusion-weighted imaging sequence.Adult-onset cerebellar ataxia, areflexia, pes cavus, optic atrophy, and sensorineural hearing loss syndrome His neurological examination showed mild cerebellar ataxia without myoclonus or parkinsonism."
ID0421,"What Is Your Diagnosis?

A: Myasthenia gravis  
B: Wernicke encephalopathy  
C: Miller Fisher variant of Guillain-Barre syndrome  
D: Anti-Ma2 encephalitis",D,jama,"A repeated brain MRI 3 weeks later revealed an interval development of T2-weighted fluid-attenuated inversion recovery hyperintensities in the right thalamus, inferior temporal gyrus, and hippocampus (Figure).Repeated brain magnetic resonance imaging 3 weeks after the patient’s initial presentation: T2-weighted fluid-attenuated inversion recovery hyperintensities (arrowheads) in the right inferior temporal gyrus (A) and right thalamus (B) Over the subsequent weeks, she experienced worsening gait, falls, inattention, and short-term memory loss.Her brain magnetic resonance imaging (MRI) with contrast results were unremarkable A cerebrospinal fluid (CSF) analysis revealed a nucleated cell count of 6/μL (to convert to ×109 liters, multiply by 0.001) with 88% lymphocytes (to convert to the proportion of 1.0, multiply by 0.01), a red blood cell count of 10/μL, a protein level of 0.087 g/dL (to convert to grams per liter, multiply by 10), and glucose level of 63 mg/dL (to convert to millimoles per liter, multiply by 0.0555)."
ID0534,"What Would You Do Next?

A: Quantiferon gold  
B: Antineutrophil cytoplasmic antibody testing  
C: Rapid plasma reagin  
D: Angiotensin-converting enzyme level",B,jama,"Opening pressure was 17 cm H2O.A magnetic resonance venogram with and without contrast ruled out venous occlusions The remainder of the examination was unremarkable.Laboratory results revealed elevated C-reactive protein levels and erythrocyte sedimentation rates at 78 mg/L and 77 mm/h, respectively, with negative antinuclear antibody test results (to convert C-reactive protein to nanomoles per liter, multiply by 9.524) His white blood cell count was elevated at 14 910/μL without eosinophilia (to convert to × 109/L, multiply by 0.001) He also had associated ear pain, hearing loss, and severe headaches.On presentation, his visual acuity was light perception OD and 20/600 at 1 m OS Finally, magnetic resonance imaging demonstrated diffuse pachymeningeal (dural-arachnoid) enhancement (Figure) without leptomeningeal (pial) enhancement, left-sided mastoiditis, and subtle optic nerve enhancement.Coronal T1 with gadolinium showing dural enhancement (blue arrowhead) and optic nerve enhancement (white arrowheads)."
ID0834,"What Would You Do Next?

A: Acid-fast staining  
B: Immunoelectron microscopy  
C: Immunohistochemical testing  
D: PAS (periodic acid–Schiff) staining",C,jama,"(engulfed lymphocytes) is present within the histiocyte cytoplasm Hematoxylin-eosin stains reveal Emperipolesis Skin examination reveals disseminated sharply demarcated, dome-shaped, face, scalp, ears, neck, trunk, shoulder (Figure 1A), There is rare nuclear atypia Birbeck granules are not upper extremities (Figure 1B), lower extremities ."
ID1940,"What Would You Do Next?

A: Perform emergency laparoscopy  
B: Proceed with expectant treatment over the next few months  
C: Treat with oral acyclovir  
D: Request a lower gastrointestinal series",B,jama,"B, Posterior view showing the left flank protrusion.Proceed with expectant treatment over the next few months Computed tomography (CT) of the abdomen showed convexity of the left lower abdominal wall compared with the right and did not reveal any mass, hernia, or accumulation of fluid in the abdominal cavity.A, Lateral view showing hyperpigmented macules on the overlying skin of the left flank bulge Neither fever nor chills were reported."
ID0528,"What Would You Do Next?

A: Initiate anti–vascular endothelial growth factor treatment  
B: Order brain magnetic resonance imaging to look for associated central nervous system tumors  
C: Perform hypercoagulable workup  
D: Order echocardiogram and carotid ultrasonography",B,jama,"The lesion is a well-demarcated, exophytic, brownish-red vascular papule with an irregular surface.Order brain magnetic resonance imaging to look for associated central nervous system tumors Systemic blood pressure was normal.Features of tuberous sclerosis complex On review of systems, the patient noted a long-standing growth on her cheek, which on examination was a 4 × 3-mm exophytic, brownish-red vascular papule (Figure, B), as well as a history of lightly pigmented patches of skin and multiple subungual fibromas on her toes In the right eye, there was an area of superior macular whitening with associated intraretinal hemorrhages and exudates."
ID1244,"What Would You Do Next?

A: Pars plana vitrectomy with vitreous biopsy  
B: Prescribe aspirin for secondary stroke prevention  
C: Order cerebrospinal fluid prion disease panel  
D: Refer to psychiatry for functional vision loss",C,jama,"Mini-Mental State Examination score was 6 of 30.Magnetic resonance imaging brain and orbits with and without contrast and magnetic resonance angiography head and neck were unremarkable Slitlamp and dilated fundus examination revealed pseudophakia and mild epiretinal membrane in the right eye and mild nuclear sclerosis in the left eye.Goldmann perimetry (V4e stimulus) of left (A) and right (B) eyes shows right homonymous hemianopia, left inferotemporal visual field loss, and right nasal paracentral visual field loss.Neurologic examination showed full motor strength, decreased vibration sense and proprioception in the feet, positive Romberg sign, and inability to tandem walk Horizontal vestibulo-ocular reflex, assessed by head impulse testing, was normal."
ID1149,"What Would You Do Next?

A: Administer a miotic agent (ie, pilocarpine)  
B: Proceed directly to choroidal drainage sclerotomy  
C: Perform laser peripheral iridotomy  
D: Obtain a detailed list of the patient’s medications",D,jama,"When asked about her medications, she reported that she recently discontinued a medication for migraine headaches.Patient at presentation with shallow anterior chambers (A) and closed angles on gonioscopy (B).Obtain a detailed list of the patient’s medications When given a −6.50 D sphere trial lens, her visual acuity improved to 20/20 OD and 20/25 OS The pupils were 4 mm OU and unreactive."
ID1217,"What Would You Do Next?

A: Order a computed tomography scan of the lower extremities  
B: Order a urine toxicology screen to check for cocaine use  
C: Order an ultrasound of the lower extremities  
D: Perform a biopsy of a skin lesion for pathologic evaluation",D,jama,"Results of liver function tests and levels of calcium, magnesium, phosphorus, parathyroid hormone, antinuclear antibody, protein C, and protein S are within normal limits.Order a computed tomography scan of the lower extremitiesOrder a urine toxicology screen to check for cocaine usePerform a biopsy of a skin lesion for pathologic evaluation The remainder of the examination is unremarkable.A, Necrotic black eschars on the lower extremities B, Stellate purpuric patches on the lower extremity.Laboratory investigation demonstrates a creatinine level of 1.9 mg/dL (168.0 μmol/L), elevated from her baseline level of 1.2 mg/dL (106.1 μmol/L) 1 month ago Her cancer was diagnosed 6 months ago, and she was treated with primary surgical debulking, with partial omentectomy, loop ileostomy, and 4 cycles of chemotherapy with paclitaxel + carboplatin and panitumumab + gemcitabine."
ID0826,"What Would You Do Next?

A: Perform angioplasty and stenting of the right renal and external iliac arteries.  
B: Manage medically with antihypertensive agents and a walking program.  
C: Perform angioplasty of the right renal artery and angioplasty with stenting of the right external iliac artery.  
D: Administer cilostazol for claudication and continue lisinopril for hypertension.",C,jama,"A catheter-based angiogram confirms the CTA findings (Figure).Perform angioplasty and stenting of the right renal and external iliac arteries.Manage medically with antihypertensive agents and a walking program.Perform angioplasty of the right renal artery and angioplasty with stenting of the right external iliac artery.Administer cilostazol for claudication and continue lisinopril for hypertension The remainder of the examination is normal.After physical therapy and nonsteroidal anti-inflammatory agents failed to improve symptoms, a computed tomography angiogram (CTA) is performed, revealing a “beaded appearance” in the right renal artery and a long-segment stenosis of the right external iliac artery Previously she was able to run 5 to 6 miles per day."
ID1513,"What Is Your Diagnosis?

A: Progressive myoclonic epilepsies (PMEs)  
B: Faciobrachial dystonic seizures  
C: Creutzfeldt-Jakob disease (CJD)  
D: Progressive encephalomyelitis with rigidity and myoclonus (PERM)",D,jama,"Extensor plantar responses were present bilaterally.A, Patient experiencing spasms An electrocardiogram showed sinus tachycardia A routine electroencephalogram (EEG) showed mild background slowing without periodic discharges Computed tomography scan results of the thorax, abdomen, and pelvis were negative She had no history of tobacco, alcohol, or drug use.She had hyperhidrosis and tachypnea on admission B, Electromyography examination of the patient.Laboratory results were significant for an elevated level of thyroperoxidase antibodies (50.85 IU/mL; normal, <5.16 IU/mL) and thyroglobulin antibodies (88.35 ng/mL; normal: <4.11 ng/mL; to convert to micrograms per liter, multiply by 1)."
ID1934,"What Would You Do Next?

A: Perform funduscopic examination (under anesthesia)  
B: Reassure parents and follow up in 3 months  
C: Obtain serum enzyme-linked immunosorbent assay for Toxocara canis  
D: Start urgent anti-inflammatory or steroid therapy for uveitis",A,jama,"On ophthalmologic examination, the visual acuity of the right eye was 6/7.5 (equivalent to 20/25) and the left eye did not follow an object There was no family history of childhood cancers, and the patient did not have any other pertinent or contributory medical history.Patient at presentation with leukocoria (abnormal white pupillary reflection).Reassure parents and follow up in 3 monthsObtain serum enzyme-linked immunosorbent assay for Toxocara canisStart urgent anti-inflammatory or steroid therapy for uveitis."
ID1531,"What Would You Do Next?

A: Obtain a radiograph of the lower leg  
B: Obtain antinuclear antibody levels  
C: Perform a punch biopsy of the lesion  
D: Obtain blood cultures and prescribe empirical antibiotics",C,jama,Cutaneous examination reveals a 3-cm sclerotic reddish brown patch with central yellow deposits (Figure 1).
ID0463,"What Would You Do Next?

A: Check serum cryoglobulin level  
B: Administer intradermal progesterone challenge  
C: Prescribe interferon, ribavirin, and telaprevir  
D: Prescribe oral prednisone and HSV viral suppression therapy",D,jama,"Biopsy findings were consistent with erythema multiforme.Prescribe oral prednisone and HSV viral suppression therapy Test results for pemphigus antibody panel, antinuclear antibodies, human immunodeficiency virus, and rapid plasma reagin were negative."
ID1022,"What Would You Do Next?

A: Observe  
B: Administer empirical corticosteroid treatment  
C: Perform external beam radiotherapy  
D: Perform orbitotomy with biopsy",D,jama,Magnetic resonance imaging of the orbits demonstrated an infiltrating superomedial mass involving the extraconal and intraconal space on the left side (Figure 1).Magnetic resonance imaging of the orbits External examination was significant for decreased sensation in the distribution of the ophthalmic branch of the left trigeminal nerve.
ID0733,"What Would You Do Next?

A: Video-assisted thoracic surgery reduction  
B: Transabdominal laparoscopic reduction and mesh placement  
C: Video-assisted thoracic surgery reduction with primary closure  
D: Right thoracotomy with primary closure and mesh placement",D,jama,"On incision, we encountered this view (Figure 1).Right thoracotomy with primary closure and mesh placement A 68-year-old woman presented 1 year after noticing a flank bulge that developed following a forceful coughing episode."
ID1850,"What Would You Do Next?

A: Begin therapy with intravenous ceftriaxone, vancomycin, and metronidazole  
B: Perform a lumbar puncture  
C: Consult neurosurgery for biopsy  
D: Start systemic corticosteroids",C,jama,"Tests for toxoplasma, Lyme disease, cryptococcal antigen, and human immunodeficiency virus are negative."
ID1797,"What Would You Do Next?

A: Immediate surgical re-exploration  
B: Emergent angiography  
C: Immediate anticoagulation  
D: Lateral canthotomy and cantholysis",B,jama,"B, Immediate postoperative magnetic resonance imaging showing enlarged extraocular muscles on the right side (arrowheads).A computed tomography scan without contrast did not show an acute intracranial hemorrhage and demonstrated diffuse enlargement of the right extraocular muscles There were no other neurologic deficits identified on examination.Case presentation Visual field was full to confrontation in the left eye."
ID0153,"What Would You Do Next?

A: Prescribe valacyclovir (1000 mg 3 times daily) for the next 7 days  
B: Order a nutritional assay to evaluate for vitamin B3 (niacin) deficiency  
C: Recommend increased use of an alcohol-based mouthwash to improve oral hygiene  
D: Biopsy the affected tissue",D,jama,"Intraoral examination shows generalized erythema and sloughing of the maxillary and mandibular gingiva, without evidence of dental plaque, calculus, or both, and white striae (Wickham striae) affecting the gingiva and mucosa (Figure 1)."
ID0899,"What Would You Do Next?

A: Change dressings daily and implement hyperbaric oxygen therapy  
B: Prescribe systemic corticosteroids  
C: Surgically excise the lesion, followed by skin grafting  
D: Continue with broad-spectrum antibiotics",B,jama,"Doppler studies of lower-limb arteries and deep veins are unremarkable, and serum autoantibodies, including antiphospholipid autoantibodies, antineutrophil cytoplasmic antibodies, antinuclear antibodies, and extractable nuclear antigen antibodies, are not detected.Change dressings daily and implement hyperbaric oxygen therapySurgically excise the lesion, followed by skin grafting During the prior 5 months, she experienced mild diarrhea, which was ultimately diagnosed as Crohn disease by colonoscopy with biopsy.Skin lesion progression and histopathological changes (hematoxylin-eosin, original magnification ×200).Physical examination reveals a pale, febrile patient with left leg edema and a rounded, swollen, and tender 10 × 10-cm ulceration on her left medial malleolus The ulceration has a raised rugged surface with thick hemorrhagic exudates and a surrounding violaceous-greyish necrotic border (Figure, C [left panel]).Laboratory tests show moderate anemia, hypoalbuminemia, and fecal occult blood The ulceration expanded outwardly at a rapid pace, with increasing pain and a hemorrhagic exudative discharge (Figure, C [left panel])."
ID0602,"What Would You Do Next?

A: Increase topical corticosteroid frequency  
B: Inject sub–Tenon capsule triamcinolone acetonide  
C: Give oral prednisone  
D: Refer to otolaryngologist for nasal mass biopsy",D,jama,"In addition, the patient had a right-sided intranasal mass.A, Slitlamp photograph of the patient’s right eye at presentation He was previously diagnosed with conjunctivitis and treated empirically with artificial tears, ofloxacin drops (0.3%), and prednisolone acetate drops (1%) 4 times a day, without improvement.His visual acuity was 20/20 OD Results of serum antineutrophil cytoplasmic antibody (ANCA), rheumatoid factor, antinuclear antibody, angiotensin-converting enzyme, fluorescent treponemal antibody absorption, rapid plasma reagin, and tuberculosis skin testing were within their reference ranges."
ID0726,"What Would You Do Next?

A: Check blood pressure  
B: Check antinuclear antibody level  
C: Check hemoglobin A1c level  
D: Check erythrocyte sedimentation rate",B,jama,Results of a complete blood cell count were normal.Fundus photograph of the patient’s left eye at presentation Findings on the anterior slitlamp examination demonstrated rare anterior chamber cells and mild nuclear sclerotic cataracts in both eyes.
