Origin,Sentence 1,Sentence 2,Sentence 3,Sentence 4,Sentence 5,Sentence 6,Sentence 7,Sentence 8,Sentence 9,Sentence 10,Sentence 11,Sentence 12,Sentence 13,Sentence 14,Sentence 15,Sentence 16,Sentence 17,Sentence 18,Sentence 19,Sentence 20,Sentence 21,data_source_corr,IRR,high%,Clinician_Student_MJ_High_Sentences,answerable
ID1711,0.875,0.625,0.5,0.875,0.875,0.375,0.25,0.1666666666666666,,,,,,,,,,,,,,jama,-0.0092070338420704,50.0,"1. A woman in her 70s presented with a new 4-cm left upper lobe lung mass with hilar lymphadenopathy. | 2. Biopsy results demonstrated a squamous cell carcinoma (SCC) of the lung, and chemoradiotherapy with carboplatin and paclitaxel for stage 3A disease was initiated. | 3. An allergic reaction prompted a change to cisplatin-etoposide, which continued as adjuvant chemotherapy after the radiation was complete. | 4. At first restaging, a recurrence of disease in the lung was detected, which was treated with cisplatin and gemcitabine for 4 months before she enrolled in a clinical trial (NCT02009449) in which she received combination therapy with pembrolizumab, 2 mg/kg intravenously for 21 days, and an investigational agent, AM0010 (pegylated recombinant human interleukin-10), 10 μg/kg subcutaneously on days 1 through 14 of the 21-day cycle. | 5. Three months into treatment, she developed multiple thick, mildly pruritic, yellow hyperkeratotic plaques on her lower extremities (Figure, A).",no
ID1714,1.0,0.7,0.2,1.0,0.5,1.0,1.0,0.125,,,,,,,,,,,,,,jama,0.7675859931825224,62.5,"1. A 72-year-old man with a medical history of atrial fibrillation, type 2 diabetes mellitus, chronic kidney disease, hypertension, and congestive heart failure presented with a 2-month history of scaly erythematous papules on both forearms (Figure, A). | 2. The lesions were pruritic at times and the patient reported no improvement with chlorhexidine wash or hydrocortisone, 1%, cream. | 4. His medications included amiodarone, furosemide, nifedipine, insulin glargine, and allopurinol. | 5. He denied preceding trauma, recent travel, or new medications.A, Red, scaly papules on the patient's forearm. | 6. B, Punch biopsy specimen from the center of a papule on the forearm shows pseudoepitheliomatous hyperplasia, spongiosis with vesiculation, intraepidermal neutrophilic microabscesses, focal subepidermal bulla formation, and dermal infiltrate of neutrophils, lymphocytes, and histiocytes (hematoxylin-eosin, original magnification ×4).Physical examination revealed numerous red to violaceous scaly papules symmetrically distributed on both forearms. | 7. Laboratory tests revealed a serum creatinine level of 3.79 mg/dL (normal range, 0.70-1.40 mg/dL) and serum iodine level of 42 305 ng/mL (normal range, 40-92 ng/mL).",no
ID1716,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,jama,0.2592592592592591,70.0,"1. A 12-year-old boy presented for evaluation of a 3-month history of ulcerated lesions on the dorsal aspect of his feet since returning from Pakistan, where his family was living. | 3. He was born in Spain and had received his childhood immunizations. | 4. He remembered insect bites on his feet, but the lesions later became ulcerated and painful. | 5. The patient denied experiencing fever, arthralgia, or a sore throat. | 6. Findings from the physical examination revealed 6 painful ulcerated, exudative nodules with a grayish membrane over the ulcers on the dorsal aspect of his feet (Figure 1). | 7. No signs of lymphangitis or lymphadenopathy were detected. | 8. A 4-mm punch biopsy specimen from one lesion was obtained and stained with hematoxylin-eosin and Gram stain for histopathologic analysis. | 10. Ulcerated and exudative nodules with grayish membrane on the dorsal aspect of the feet.",no
ID1728,0.875,1.0,0.75,0.375,0.875,0.5,0.5,1.0,0.0,0.5,1.0,,,,,,,,,,,jama,0.6652734238941136,54.5,"1. A 48-year-old man was admitted to our emergency department 12 hours after a bicycle accident with abdominal pain, nausea, and vomiting. | 2. He described abdominal trauma caused by the bicycle handlebar. | 3. The patient reported undergoing an appendectomy at age 23 years and having ulcerative colitis since he was aged 30 years. | 5. Physical examination revealed paraumbilical ecchymosis (Figure 1A), general abdominal tenderness, and distension. | 6. Body temperature, blood pressure, and heart and respiratory rates were normal. | 7. Laboratory test findings did not show abnormalities except for the leukocyte count (12 300 cells/μL [to convert to ×109/L, multiply by 0.001]); hemoglobin and hematocrit levels were within the reference ranges. | 8. An abdominal computed tomographic (CT) scan, performed immediately, revealed a pneumoperitoneum and free fluid in the lower quadrants of the abdomen (Figure 1B). | 10. A, Paraumbilical bruising. | 11. B, Abdominal computed tomography (CT) scan: coronal cut showing free fluid (white arrowhead) and pneumoperitoneum (red arrowheads).",no
ID1732,1.0,0.8,1.0,0.8,0.7,0.5,1.0,0.8,1.0,1.0,0.9,0.3,0.3,0.3,0.25,,,,,,,jama,0.6040529214559387,66.7,"1. A woman in her 70s with a history of sarcoidosis presented with progressive supraclavicular, facial, and mandibular swelling of 3 months’ duration. | 2. She reported pain with chewing, which led to a 5-kg weight loss, but denied trismus. | 3. On examination, there was craniofacial deformity with left facial preauricular swelling. | 4. The left parotid was firm and a fixed mass was felt throughout the left preauricular space, expanding into the temporomandibular joint area and zygoma. | 5. Soft-mobile lymphadenopathy was palpable in the left neck, and a firm, adherent, immobile right supraclavicular mass extended under the clavicle. | 6. Cranial nerve examination findings were normal. | 7. Magnetic resonance imaging and computed tomography of the neck showed a 3.2 × 4.4 × 2.8-cm lobulated enhancing paramandibular mass extending into the left masticator space and infratemporal fossa, with frank erosion of the left mandibular condyle (Figure). | 8. Several enlarged lymph nodes were noted. | 9. Computed tomography of the chest showed a 4.6 × 3.2 × 3.5-cm supraclavicular mass with infiltration of the surrounding fat and scalene muscle and extension into the chest wall and axilla. | 10. Positron emission tomography showed a large metabolically active left masticator space mass (standardized uptake value for body weight at maximum counts per pixel [SUVmax], 18.2) and previously mentioned pathologic nodes. | 11. The right supraclavicular mass was also metabolically active (SUVmax, 19.4), and metabolically active right axillary, left mediastinal, and intra-abdominal lymphadenopathy was also noted.",no
ID1756,1.0,0.875,0.5,0.625,0.625,0.5,0.875,0.5,1.0,0.5,1.0,0.875,0.5,0.0,0.0,,,,,,,jama,0.7538293216630196,53.3,"1. A healthy 24-year-old man presented with 1 week of headache, gait imbalance, and coordination difficulties. | 2. His mother reported that he had experienced personality changes. | 3. He denied any fevers, chills, night sweats, or weight loss. | 4. He reported smoking marijuana and denied tobacco and intravenous drug use. | 5. He is sexually active, with multiple male partners. | 6. On examination, he was alert and oriented, with a temperature of 36.3°C, blood pressure of 131/90 mm Hg, heart rate of 94/min, respiratory rate of 18/min with pulse oximetry of 98% on ambient air, and a body mass index of 28.1 (calculated as weight in kilograms divided by height in meters squared). | 7. Neurologic examination was significant for hyperreflexia in all extremities, bilateral shoulder weakness, and right-sided pronator drift. | 8. Laboratory results showed a white blood cell count of 3600/μL (73.5% neutrophils, 16.4% lymphocytes, 7.8% monocytes, 1.4% eosinophils, 0.6% basophils); the remainder of the complete blood cell count and comprehensive metabolic profile was unremarkable. | 9. The result of a human immunodeficiency virus (HIV) type 1 antibody test was positive, and CD4 cell count was 73/mm3. | 10. Results of serologic testing for Toxoplasma gondii IgG were negative. | 11. Computed tomography (CT) imaging of the brain showed a left caudate nucleus and lentiform nucleus lesion with mass effect on the left lateral ventricle (Figure, left panel). | 12. Fluid-attenuated inversion recovery magnetic resonance imaging (MRI) of the brain confirmed the presence of an aggressive mass lesion extending through the corpus callosum (Figure, right panel). | 13. CT of the chest, abdomen, and pelvis and spinal MRI were unremarkable.",no
ID1767,1.0,0.8,0.7,0.5,0.7,0.6,0.9,0.8,0.8,0.5,,,,,,,,,,,,medxpert,0.1474850809889171,80.0,"1. A 2.5-year-old male is evaluated for constipation that began 6 months ago. | 2. Previously, he had daily soft bowel movements, but now passes hard stools every 3-4 days with straining and occasional blood on toilet paper. | 3. Despite 4 months of polyethylene glycol treatment, he continues having hard stools every 2-3 days with intermittent bloating. | 4. His diet is diverse and includes fruits, vegetables, whole grains, meats, and 14 ounces of low-fat milk daily. | 5. The patient was born full-term with normal meconium passage. | 6. Family history includes paternal Crohn disease and type 1 diabetes in a maternal cousin. | 7. Physical examination reveals a happy child with normal vital signs, though his weight has decreased from the 40th to 25th percentile over 4 months while maintaining height at the 45th percentile. | 8. His abdomen is mildly distended with palpable stool in the left lower quadrant. | 9. Digital rectal examination shows normal tone with hard stool present. | 10. Neurological examination, including deep-tendon reflexes, is normal, and his back shows no abnormalities.",no
ID1786,0.8,0.4,0.2,0.1,0.2,0.9,1.0,0.5,,,,,,,,,,,,,,medbullets,0.4340136054421768,37.5,"1. A 24-year-old man presents to the emergency room after a motor vehicle collision. | 6. His temperature is 97.6°F (36.4°C), blood pressure is 74/34 mmHg, pulse is 180/min, respirations are 32/min, and oxygen saturation is 98% on room air. | 7. Physical exam is notable for jugular venous distension. | 8. An electrocardiogram (ECG) is performed as seen in Figure A.",no
ID1787,0.4,0.8,1.0,0.9,0.5,1.0,0.7,1.0,0.6,0.9,0.3333333333333333,0.25,0.75,0.7,1.0,,,,,,,jama,0.4270441827445083,73.3,"2. The division of dermatology was consulted for evaluation of lesions on the face, chest, back, and arms that were gradually increasing in size and number over the past year. | 3. Physical examination revealed leonine facies with madarosis and an eschar on the nasal dorsum (Figure, A). | 4. Red-to-brown dome-shaped papules coalescing into plaques were present on the upper extremities. | 5. The lesions were nontender and nonpruritic. | 6. Cervical and axillary lymph nodes were palpable. | 7. The patient had a muffled voice and reported shortness of breath with exertion. | 8. Results of laboratory investigation demonstrated marked leukocytosis with a white blood cell count of 77.5 × 103/uL with 76.5% lymphocytes. | 9. No blasts were present on peripheral smear. | 10. Computed tomography of the chest, abdomen, and pelvis demonstrated multiple enlarged mediastinal, axillary, subpectoral, abdominopelvic, and inguinal lymph nodes. | 13. A, Infiltrative plaques and nodules obscuring normal facial architecture. | 14. B and C, Histopathologic images show normal epidermis with dense diffuse dermal lymphoid infiltrate composed of small to medium cells with irregular nuclear contours (hematoxylin-eosin stain). | 15. D, Immunohistochemistry shows diffusely positive cyclin D1 staining.",no
ID1790,1.0,1.0,1.0,0.7,0.7,0.5,0.9,1.0,0.9,,,,,,,,,,,,,jama,0.3538461538461538,88.9,"1. A 72-year-old homeless man was referred for management of a recurrent cutaneous squamous cell carcinoma (SCC) of the right temple and brow. | 2. On review of history, maxillofacial magnetic resonance imaging (MRI) with and without contrast done 5 months prior to presentation showed a 5.9 × 5.3 × 3.7-cm mass centered at the right temple that tracked along the right lateral orbital wall as well as an enhancing right intraparotid lymph node. | 3. The patient was lost to follow-up and re-presented 5 months later with an enlarged crusting and ulcerating lesion of the right temple/brow (Figure 1A). | 4. On ocular examination, best-corrected visual acuity was 20/100 OD and 20/125 OS due to cataracts, pupils reacted normally without afferent pupillary defect, and ocular motility was full. | 5. He had mild proptosis in the right eye and right lower eyelid retraction. | 6. Orbicularis strength was intact and symmetric in both eyes. | 7. MRI of the orbits, face, and neck with and without contrast showed a 6.1 × 5.7 × 4.0-cm mass with erosion through the right sphenoid wing, involvement of the lacrimal gland, and abutment of the lateral rectus (Figure 1B). | 8. In discussing treatment strategies for the orbital component of the disease, the patient was strongly against an orbital exenteration.A, External photograph showing a large right brow mass with overlying crust after the patient was lost to follow-up and re-presented 5 months later. | 9. B, Coronal magnetic resonance imaging (MRI) demonstrating a soft tissue mass centered at the right temple with invasion through the right sphenoid wing, involvement of the lacrimal gland, and abutment of the lateral rectus.Partial debulking of the temple mass followed by cetuximab treatmentNeoadjuvant cemiplimab immunotherapy (anti–PD-L1 antibody), globe sparing orbitotomy, and surgical excision of the mass",no
ID1799,0.8333333333333334,0.8333333333333334,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5,0.5,0.6666666666666666,,,,,,,,,,,jama,-0.0050761421319796,36.4,"1. A healthy woman in her 50s presents with sudden-onset, painless blurred vision in her right eye. | 2. She describes it as a black lace over her field of vision that she first noticed after waking 8 days prior to presentation. | 4. She has no systemic symptoms and no past ocular or systemic health problems. | 5. She does not take any medications. | 8. Her best-corrected visual acuity is 20/200 in the right eye and 20/20 in the left eye, with a right relative afferent pupil defect. | 9. The results of a slitlamp examination of the intraocular pressure, motility, and anterior segment in both eyes are unremarkable. | 10. Dilated examination findings of the left eye are normal. | 11. Results of a dilated examination of the right eye reveal a clear vitreous body, tortuous veins, and macula lutea, as shown in Figure 1.Fundus photograph centered over the optic nerve of the right eye.",no
ID1809,0.9,0.8,0.5,0.5,0.5,0.9,0.5,0.5,0.4,0.9,0.9,,,,,,,,,,,jama,0.4324507807196196,45.5,"1. A woman in her 50s presented with “speckled” red lesions on her bilateral arms, lower legs, and feet. | 2. They had first appeared on her lower legs 15 years ago and were slowly increasing in number and spreading to involve her feet and bilateral upper extremities. | 3. The patient denied tenderness, pruritus, and edema. | 4. She reported no family history of this problem and denied any personal history of anemia, epistaxis, hematemesis, melena, hematochezia, or hemoptysis. | 5. She had a medical history of hypertension, hyperlipidemia, and tobacco abuse, requiring treatment with losartan and atorvastatin. | 6. Physical examination revealed punctate, blanchable telangiectasias coalescing to form large, retiform patches on her bilateral lower extremities, feet, and upper extremities (Figure, A). | 7. There was no conjunctival or mucosal involvement. | 8. The patient reported no dermatographism or purpura. | 10. A, Multiple telangiectasias coalescing to form large, retiform patches on the bilateral lower extremities. | 11. B, Dilated, ectatic vessels in the superficial dermis with no associated inflammation or fibrinoid necrosis (hematoxylin-eosin, original magnification ×200).",no
ID1811,1.0,0.8,1.0,0.9,0.7,0.5,0.25,0.9,,,,,,,,,,,,,,jama,0.5306471306471305,75.0,"1. A 26-year-old man presented with a several-year history of persistent round lesions with a scar-like appearance on his face. | 2. Before evaluation, his condition had been diagnosed as lupus and lipoatrophy and he tried several treatments with no success. | 3. The results of his physical examination showed several round atrophic lesions on his face, symmetric and bilateral, that were located especially on the malar and preauricular areas, with a diameter of 5 to 10 mm. | 4. His skin lesions were not indurated and displayed no epidermal changes (Figure 1). | 5. The patient denied experiencing previous inflammation. | 6. He had no history of chicken pox or acne or traumatic lesions in those areas. | 8. Atrophic lesions on the patient’s left cheek (A) and with a cicatricial appearance on the preauricular right area (B).",no
ID1812,0.8333333333333334,1.0,1.0,0.8333333333333334,0.1666666666666666,,,,,,,,,,,,,,,,,medbullets,0.3333333333333333,80.0,"1. A 27-year-old woman presents to the emergency department with altered mental status. | 2. Her boyfriend found her at home next to a suicide note and brought her into the emergency department. | 3. According to her boyfriend, the patient has a medical history of bipolar disorder for which she takes lithium, as well as chronic lower back pain for which she sees a pain specialist. | 4. Her temperature is 100.5°F (38.1°C), blood pressure is 102/78 mmHg, pulse is 127/min, respirations are 19/min, and oxygen saturation is 99% on room air.",no
ID1823,1.0,1.0,0.5,0.625,1.0,0.375,0.75,0.625,0.375,0.75,0.75,0.75,0.75,,,,,,,,,jama,0.3451492537313433,76.9,"1. A woman in her 70s with recurrent primary peritoneal carcinoma receiving pembrolizumab and ipilimumab presented to the Division of Dermatology with a pruritic rash that had been ongoing for 2 weeks. | 2. The rash started as an erythematous papule on her right arm 2 months after initiation of a new immunotherapy regimen, then gradually enlarged and spread to involve both legs (Figure, A and B). | 3. She denied any new systemic symptoms associated with onset of the rash. | 4. A recent trial of oral terbinafine for possible tinea corporis yielded no improvement. | 5. Physical examination revealed erythematous annular plaques without scale on her right arm and bilateral legs. | 7. She returned to the clinic 3 weeks later with resolution of pruritus but enlarging lesions. | 8. Her last dose of ipilimumab was 2 months prior, and she was scheduled to receive pembrolizumab with doxorubicin, carboplatin, and prednisone for treatment of her underlying malignant tumor. | 10. A, Erythematous annular plaques without scale on the left lower leg. | 11. B, Erythematous annular plaques without scale on the right lower leg. | 12. C, Hematoxylin and eosin stain demonstrating superficial and deep perivascular and interstitial inflammation. | 13. D, Hematoxylin and eosin stain demonstrating numerous scattered eosinophils.",no
ID1829,1.0,0.375,1.0,0.5,0.25,0.0,0.625,0.75,,,,,,,,,,,,,,jama,0.5789473684210527,50.0,"1. A man in his 30s presented with a 3-month history of gradual growth of a pruriginous, reddish nodule on the left ear. | 3. On medical examination, a reddish, smooth, superficial nodule with small dimples and a soft consistency that measured approximately 1.5 cm in diameter was seen on the left earlobe (Figure, A). | 4. It was not painful to the touch. | 7. A, Clinical photograph of a pruriginous, reddish tumor on the earlobe. | 8. B and C, Histopathologic findings reveal mixed diffuse dermatitis involving the reticular dermis, with small-vessel vasculitis, characteristic sparing of a superficial dermal grenz zone as well as the dilated vessel luminal, and mixed leukocytic infiltrate with eosinophils, lymphocytes, and neutrophils involving the full thickness of the vessel wall (hematoxylin-eosin).",no
ID1835,1.0,0.875,0.375,0.375,0.75,0.75,0.75,0.625,0.5,0.625,0.75,0.625,,,,,,,,,,jama,-0.0862068965517239,75.0,"1. A 58-year-old man was referred for evaluation of a retinal detachment in his left eye. | 2. His visual acuity on presentation was 20/20 in the right eye and hand motion only in the left eye. | 5. Posterior examination results showed a vitreous cell that precluded a clear view of the posterior pole and inferior snow banking. | 6. Most notable was a large, white, preretinal lesion in the inferior macula and a near-total retinal detachment with no identifiable retinal break and shifting subretinal fluid (Figure).A, Fundus photograph of the left eye showing vitritis, a near-total retinal detachment, and a fluffy, white, lesion in the inferior macula (arrow). | 7. B, Fluorescein angiography of the left eye demonstrating disc leakage (blue arrowhead) and blockage in the region of the macular lesion (pink arrowhead).His medical history included psoriatic arthritis, for which he had been taking adalimumab. | 8. Four months prior to presentation, he had traveled to Costa Rica on vacation and fallen ill with fevers, night sweats, and myalgias. | 9. He started a 6-week course of oral ciprofloxacin and his adalimumab was discontinued. | 10. After returning to the United States, he developed dyspnea with exertion. | 11. He was found to have an ejection fraction (EF) of 20% to 25% with 4-chamber dilation and was diagnosed with cardiomyopathy. | 12. Results of limited infectious workup, including blood and stool cultures and tests for leptospirosis and dengue fever, were negative.",no
ID1836,1.0,0.875,0.625,1.0,1.0,1.0,0.875,0.125,0.25,0.25,0.375,1.0,,,,,,,,,,jama,0.5235294117647058,66.7,"1. A woman in her 80s with a history of nonischemic cardiomyopathy and chronic kidney disease presented with purpuric lesions on her face, elbows, knees, and feet. | 2. She was initially admitted for altered mental status in the setting of an unwitnessed fall and was noted to have “bruises” on her lower extremities. | 3. Dermatology was consulted after the development of new lesions on her nose, ear, and the extensor surfaces of her arms bilaterally. | 4. Admission laboratory test results showed hypercalcemia (calcium level, 11.5 mg/dL) and acute kidney injury (creatinine level, 5.6 mg/dL). | 5. On physical examination, the patient’s nose, bilateral cheeks, forehead, and left ear (helical rim and antihelix [Figure, A]) were found to have dusky purpuric macules and patches. | 6. Her knees, feet, and the extensor surfaces of her arms had reticulated purpuric macules and patches. | 7. There was skin sloughing off the lesions on her elbows (Figure, B) and knees. | 12. C and D, In specimens from the forehead, multifocal intravascular fibrinoid material consisting of a mix of cryoglobulins and fibrin thrombi with relatively little vessel wall inflammation was seen (hematoxylin-eosin, original magnification ×4 [C] and ×10 [D]).",no
ID1847,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.5,0.8333333333333334,,,,,,,,,,,,,,,jama,0.1428571428571428,85.7,"1. A woman in her early 20s presented with 1 year of discrete asymptomatic brown lesions distributed over her lower extremities. | 2. She denied any history of trauma or prior lesions at these sites and could not pinpoint any exacerbating or alleviating factors. | 3. She denied fever, arthralgias, myalgias, or constitutional symptoms. | 4. She had no significant past medical history and took no medications or supplements. | 5. A physical examination revealed several 2-mm to 4-mm round, hyperpigmented macules symmetrically distributed over the lower extremities and dorsal feet (Figure, A). | 6. No prior treatments had been attempted. | 7. A skin biopsy was performed (Figure, B-D).",no
ID1848,1.0,1.0,0.8333333333333334,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,0.8333333333333334,0.3333333333333333,1.0,,,,,jama,0.5211267605633803,47.1,"1. A 66-year-old man with newly diagnosed multiple myeloma underwent autologous hematopoietic stem cell transplantation (HSCT). | 2. On posttransplant day 10, he developed fever (38.4°C). | 3. He was started on empirical treatment with cefepime; however, his fevers persisted despite antibiotic therapy. | 4. On posttransplant day 14 he developed new-onset pruritic, confluent, erythematous, blanching morbilliform macules and papules on his trunk and extremities (Figure, left). | 5. Review of systems was notable for diarrhea and a 6-pound weight gain since transplantation and negative for headache, cough, shortness of breath, or abdominal pain.Left, Macules and papules on the trunk of the patient. | 7. The patient’s heart rate was 100/min, blood pressure was 106/68 mm Hg, and he occasionally experienced mild hypoxia to 94% on ambient air. | 9. White blood cell (WBC) count was 7300/μL, and absolute neutrophil count (ANC) was 5480/μL. | 10. Neutrophil recovery occurred beginning on posttransplant day 10, with WBC count of 700/μL and ANC of 532/μL on posttransplant day 10, correlating with the onset of the patient’s fevers. | 11. Platelet count was 48 × 103/μL, and hemoglobin was 8.2 g/dL. | 13. Blood, urine, sputum, and respiratory viral cultures were negative. | 14. Tests for cytomegalovirus, Epstein-Barr virus, human herpesvirus-6, adenovirus, parvovirus, cryptococcal antigen, aspergillus galactomannan antigen, β-glucan, and Clostridium difficile were negative. | 15. Chest computed tomography demonstrated multifocal ground-glass and consolidative pulmonary opacities (Figure, right). | 17. A skin punch biopsy demonstrated subtle vacuolar change; rare epidermal dyskeratosis, including within a hair follicle; and superficial perivascular mononuclear cell infiltrate with occasional eosinophils.",no
ID1852,0.9,0.7,0.6,0.5,0.6,0.9,0.7,1.0,0.375,0.625,,,,,,,,,,,,jama,0.0543549443352981,80.0,"1. A woman in her late 40s presented with rapidly progressive redness and stiffness of both hands, accompanied by 2 months of multiple finger joint and right shoulder pain. | 2. Results of autoimmune serology, including antinuclear antibody, C3 and C4, rheumatoid factor, and Scl-70 antibody tests, were negative. | 3. Raynaud phenomenon was not seen. | 4. There was an absence of nailfold capillary changes and distal digital pitting. | 5. The patient was treated with nonsteroidal anti-inflammatory drugs, systemic steroid therapy, and disease-modifying antirheumatic drugs (ie, hydroxychloroquine), but symptoms persisted. | 6. Two weeks after treatment initiation, multiple tender nodules developed over the palms and interphalangeal joints, and flexion contractures continued (Figure, A). | 7. Incisional skin biopsy of the palmar nodules (Figure, B and C) and computed tomography (CT) were performed. | 8. Results of the CT demonstrated bilateral ovarian tumors with highly suspect peritoneal metastases. | 10. B and C, Hematoxylin-eosin–stained specimen showing increased fibroblasts with fibrosis from dermis to subcutis.",no
ID1856,1.0,0.7,0.5,0.8,0.8,0.75,0.875,,,,,,,,,,,,,,,jama,0.1784722222222222,85.7,"1. A woman in her 30s presented with progressive, multiple itchy erythematous to violaceous papules and plaques localized to the left shin for more than 10 years (Figure, A and B). | 2. On close inspection, milia and a few erosions with partially detached epidermis were identified. | 3. There were no abnormalities of the mucous membranes, nails, hair, or teeth. | 4. No extracutaneous involvement was observed.A, Multiple pruritic erythematous to violaceous lichenified papules and plaques on the left shin. | 5. B, Close-up of the skin lesions showing an erosion with partially detached epidermis and multiple milia. | 6. C, Histopathologic examination revealed dermoepidermal separation (hematoxylin-eosin stain). | 7. D, Histopathologic examination revealed several milia (hematoxylin-eosin stain).",no
ID1860,0.75,0.875,0.75,0.5,0.875,0.875,0.375,0.875,1.0,0.875,1.0,0.875,1.0,0.875,0.875,1.0,0.625,0.75,1.0,0.75,,jama,0.0090834021469858,90.0,"1. A 38-year-old woman developed acute painless blurred vision in her right eye 3 weeks after receiving a single injection of corticosteroid in her deltoid for stenosing tenosynovitis. | 2. Her medical history was significant for stage II breast carcinoma with positive lymph nodes, which was diagnosed and treated 5 years prior. | 3. Subsequent annual metastatic surveillance test results had been negative for recurrence. | 4. Visual acuity was 20/60 OD and 20/20 OS. | 5. Ophthalmoscopy of the right eye revealed a 6 × 6-mm circumscribed serous macular detachment with turbid subretinal fluid. | 6. Similar lesions were present in the nasal and inferior midperiphery (Figure, A and B). | 8. Fluorescein angiography (FA) showed hyperfluorescent pinpoint hot spots with interspersed hypofluorescent patches in the areas of the lesions (Figure, C-F). | 9. Notably absent on FA were retinal pigment epithelium (RPE) leakage, a smokestack pattern of subretinal leakage, or RPE gutter defects. | 10. B-scan ultrasonography demonstrated choroidal thickening nasal to the optic disc (Figure, G); vascularity could not be assessed. | 11. Optical coherence tomography (OCT) showed a localized serous macular detachment with a focal area of choriocapillaris infiltration and thickening near the nasal edge of the detachment (Figure, H). | 12. Fundus photograph (A-B) of the right eye demonstrates a serous macular detachment with yellowish choroidal discoloration. | 13. A, Similar yellowish choroidal lesions (arrowheads) were present in the nasal and inferior midperiphery. | 14. B, The enlarged image demonstrates the extent of serous macular detachment (arrowheads). | 15. C, Wide-angle fluorescein angiography in the late venous phase of the right eye shows an area between the disc and fovea with scattered hyperfluorescent hotspots. | 16. Magnified views of the macular lesion (D), nasal lesion (E), and inferior lesion (F). | 17. G, B-scan ultrasonography of the right eye shows a subtle nonspecific choroidal thickening with medium internal reflectivity. | 18. The arrowhead points to the choroidal infiltration by the metastatic tumor. | 19. H, Spectral-domain optical coherence tomography of the right eye demonstrates serous macular detachment with localized subtle choroidal vascular attenuation, infiltration, and thickening (arrowheads). | 20. Blood tests to consider diagnosis of syphilitic chorioretinitis",no
ID1868,1.0,0.8333333333333334,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,jama,0.5843596059113301,62.5,"1. A woman in her 50s presented with a 4- to 5-year medical history of mildly pruritic coalescent yellowish papules around the umbilicus (Figure 1A). | 2. She was obese and multiparous. | 3. Examination of the rest of the integument, systemic examination, and investigations including fundoscopy, electrocardiogram, and stool examination for occult blood revealed no significant abnormalities. | 6. A, Coalescent yellowish periumbilical papules. | 7. B, Polarized dermoscopic image (Dinolite) showing curvilinear brown pigment lines (black arrowhead) with accentuation of normal pigmentary network (green box) without follicular plugging (red circle) or linear vessels (original magnification ×200). | 8. C, Lesional specimen (original magnification ×100) showing clumped eosinophilic elastic fibers (asterisk) in the middermis (inset, original magnification ×40).",no
ID1870,1.0,1.0,1.0,0.5,0.5,0.4,0.6,,,,,,,,,,,,,,,jama,0.5909694555112882,57.1,"1. A man in his 60s presented for evaluation of asymptomatic skin lesions on the chest that had been stable since onset 4 months prior. | 2. His medical history was significant for hyperlipidemia, familial polyposis, and acute myelogenous leukemia (AML) for which he had undergone an allogenic hematopoietic stem cell transplant 13 months earlier. | 3. Cutaneous examination revealed green-gray nodules and plaques on the left and right upper chest (Figure 1). | 4. Bilateral cervical, axillary, and inguinal lymph node chains were negative for adenopathy. | 5. The patient had not attempted measures to alleviate the nodules and denied experiencing exacerbating factors or pain. | 7. B, A prominent green hue is present at the base of a lesion following shave biopsy.",no
ID1876,1.0,0.5,0.6,1.0,0.6,0.1,,,,,,,,,,,,,,,,jama,0.7262357414448668,66.7,"1. A woman in her 60s presented with a 6-month history of itchy eruptions that initially started on the arms and then spread to involve the lower legs. | 2. The patient admitted to occasional burning sensation of new lesions. | 3. On review of systems, the patient denied fevers, fatigue, myalgias, arthritis, shortness of breath, oral ulcers, and recent infections. | 4. Clinical examination revealed several erythematous patches and plaques on the arms and lower legs, and nontender violaceous firm nodules on the elbows, wrist, ankle, interphalangeal, and metatarsophalangeal joints (Figure 1A and B). | 5. There was no lymphadenopathy present.",no
ID1879,1.0,1.0,0.625,0.625,0.875,0.0,0.625,0.875,0.0,,,,,,,,,,,,,jama,0.6050303336703742,77.8,"1. A 40-year-old healthy woman presented with an 8-year history of a slowly growing erythematous plaque on the left lower eyelid, with occasional discomfort. | 2. Physical examination revealed a single erythematous scaling plaque involving the left lower eyelid, including its border. | 3. Eyelashes were totally absent (Figure 1A). | 4. No other lesions were found after complete physical examination. | 5. Dermoscopy showed an erythematous background, telangiectatic vessels, whitish structureless areas, and whitish scales (Figure 1B). | 7. A, Erythematous scaling plaque involving the left lower eyelid. | 8. B, Dermoscopy shows erythematous background, telangiectatic vessels, structureless whitish areas, and white scales.",no
